"ID","filename","score_norm","cond_filename"
"56a733145ad8d9000596dc2f","997755_experiment_2024-01-18_14h25.36.027.csv",0.416801260280416,"chain0.csv"
"5855a08d4e111700010b2766","331483_experiment_2024-01-18_14h17.12.164.csv",0.53653209877003,"chain1.csv"
"592220f8fc043000016c5aeb","923058_experiment_2024-01-18_14h17.27.278.csv",0.353897568508791,"chain2.csv"
"5976f45b86489900013f3667","434725_experiment_2024-01-18_14h26.48.956.csv",0.277810729676076,"chain3.csv"
"59a761ca1363d90001676931","811618_experiment_2024-01-18_14h17.45.267.csv",0.18082248979424,"chain4.csv"
"5c5b4e360f2bab0001f01ffa","791721_experiment_2024-01-18_14h23.44.846.csv",0.56969084394519,"chain5.csv"
"5cb0d94aff629100171b05b1","732735_experiment_2024-01-18_14h16.37.949.csv",0,"chain6.csv"
"5cc7f52f4bb96d00018a979f","363891_experiment_2024-01-18_14h14.10.890.csv",0.313845311684609,"chain7.csv"
"5d5eca9f97f8b6001aee9594","242438_experiment_2024-01-18_14h25.57.335.csv",0.273631461144159,"chain8.csv"
"5dde2ba745fb05d83d91d8ad","432352_experiment_2024-01-18_14h12.52.195.csv",0.651669518014602,"chain9.csv"
"5de58f7433a3aa000b024461","356866_experiment_2024-01-18_14h30.59.152.csv",0.898850033519007,"chain10.csv"
"5e950a4aef32a3375999451e","645339_experiment_2024-01-18_14h21.50.784.csv",0.0472850925068536,"chain11.csv"
"5efcb50255a06b097b8d5d29","184450_experiment_2024-01-18_14h18.09.770.csv",0.744421796704932,"chain12.csv"
"5f2c16aabf114905864692f9","089123_experiment_2024-01-18_14h23.21.491.csv",0.955711303711595,"chain13.csv"
"5f7e0c5f582257095a86ff6e","158786_experiment_2024-01-18_14h10.23.484.csv",0.354582593352933,"chain14.csv"
"6016e3510ad8cc8a633834ab","981886_experiment_2024-01-18_14h23.49.922.csv",0.178574869066642,"chain15.csv"
"60bb404e01d599dfb1c3d71c","674147_experiment_2024-01-18_14h24.23.751.csv",0.79541313735405,"chain16.csv"
"60de1d590358b86167255a80","713935_experiment_2024-01-18_14h23.00.400.csv",0.855084733452768,"chain17.csv"
"61199943b13201ca162206c6","860770_experiment_2024-01-18_14h20.46.431.csv",0.662516662598802,"chain18.csv"
"611a45a99c4ee56ad9247e09","354801_experiment_2024-01-18_14h19.13.775.csv",0.701217068276334,"chain19.csv"
"6148546e99d5bf0eeab4d4ca","767829_experiment_2024-01-18_14h24.03.319.csv",0.858574604384246,"chain20.csv"
"6175622f78f8039a4c62bb83","209298_experiment_2024-01-18_14h19.09.797.csv",1,"chain21.csv"
"62b9e1aed4b802b4e268125d","358791_experiment_2024-01-18_14h24.59.009.csv",0.99079394122119,"chain22.csv"
"63d006dc15bb7a9753aa56ab","094523_experiment_2024-01-18_14h20.15.793.csv",0.146649140996209,"chain23.csv"
"63e51d8fd8a1a336d19fa191","660125_experiment_2024-01-18_14h28.56.619.csv",0.273799067225907,"chain24.csv"
"63e527f52b035555467c68b4","482509_experiment_2024-01-18_14h15.46.743.csv",0.671938970394401,"chain25.csv"
"63f8b081b083f1e1014cb21a","504508_experiment_2024-01-18_14h28.30.351.csv",0.351783782691015,"chain26.csv"
"6442a22876eacc2e85ba2673","551636_experiment_2024-01-18_14h23.57.648.csv",0.483866519446602,"chain27.csv"
"64f3036a5b5f2feae0b1f51b","490476_experiment_2024-01-18_14h20.19.109.csv",0.280888290508611,"chain28.csv"
"655a1dc0bcd51e70472061c2","977365_experiment_2024-01-18_14h16.35.529.csv",0.168355686825158,"chain29.csv"
"656ba20ba90fb5fecc2b0deb","016501_experiment_2024-01-18_14h25.02.983.csv",0.522868408947853,"chain30.csv"
"65a3c31a29f1fc585996911f","312699_experiment_2024-01-18_06h17.41.499.csv",0.243233428557594,"chain31.csv"
