"ID","rank","filename","score_norm","cond_filename"
"542bdb6dfdf99b324ea37c3a",59,"622959_experiment_2024-02-21_16h56.17.756.csv",0.322818901438894,"chain0.csv"
"55b78162fdf99b0416ce544e",88,"014199_experiment_2024-02-21_16h09.47.242.csv",0.145388970885412,"chain1.csv"
"5608a73fd7def20012b7389d",17,"770319_experiment_2024-02-21_08h15.21.801.csv",0.542910651693909,"chain2.csv"
"5731adb05b8b06000f7cbff6",51,"399802_experiment_2024-02-21_16h05.44.695.csv",0.376359877007478,"chain3.csv"
"577e1f75160201000103d95a",81,"316333_experiment_2024-02-21_16h09.37.012.csv",0.176154009738726,"chain4.csv"
"5788d88416a091000112be18",16,"929491_experiment_2024-02-21_16h06.31.475.csv",0.550143713908862,"chain5.csv"
"5828a6738dd4690001256b33",49,"545129_experiment_2024-02-21_16h07.30.934.csv",0.38244794840217,"chain6.csv"
"588f32d59c4f3f00010f1471",99,"456776_experiment_2024-02-21_16h08.13.417.csv",0.046240379600433,"chain7.csv"
"58983ffa06b31a00018ebc9d",75,"338065_experiment_2024-02-21_16h06.35.178.csv",0.229047416295032,"chain8.csv"
"58ff27489ca116000122f93e",82,"824274_experiment_2024-02-21_16h13.22.416.csv",0.174586633825705,"chain9.csv"
"59451bd536b8f40001de0a83",77,"302472_experiment_2024-02-21_16h08.52.904.csv",0.194715779657662,"chain10.csv"
"5981d55b04ebec0001aaadde",98,"175032_experiment_2024-02-21_15h56.08.685.csv",0.0671402604570468,"chain11.csv"
"59876f6c0d58e900018fc3b5",79,"853596_experiment_2024-02-21_16h08.27.851.csv",0.177717957309127,"chain12.csv"
"59a1ddac5dfd6b000152601f",64,"279886_experiment_2024-02-21_11h11.55.131.csv",0.299642426417542,"chain13.csv"
"59bd9d450ac77f0001f058cb",46,"912755_experiment_2024-02-21_16h01.31.337.csv",0.403547625467292,"chain14.csv"
"5aa670b41eda41000136d80a",57,"601156_experiment_2024-02-21_16h04.33.024.csv",0.344368601301212,"chain15.csv"
"5af5e288e19f8c00019e3d09",42,"700997_experiment_2024-02-21_15h58.17.157.csv",0.419287705106352,"chain16.csv"
"5b59ea857ac6d70001aae449",71,"347243_experiment_2024-02-21_16h06.07.807.csv",0.235071523825487,"chain17.csv"
"5beee551bae98700018aa45a",7,"332171_experiment_2024-02-21_16h08.30.966.csv",0.61466038024587,"chain18.csv"
"5c10702a2a1a620001f051d6",37,"600247_experiment_2024-02-21_16h08.49.546.csv",0.442533830805891,"chain19.csv"
"5c18db0d9bce3100018a30ee",5,"212904_experiment_2024-02-21_16h06.39.767.csv",0.620526973154372,"chain20.csv"
"5c509355b65d46000189ada6",65,"468807_experiment_2024-02-21_16h14.35.780.csv",0.285878619412524,"chain21.csv"
"5c5757d53d8546000132180e",1,"326552_experiment_2024-02-21_16h08.42.870.csv",1,"chain22.csv"
"5c584e854e32ef00014af685",13,"436219_experiment_2024-02-21_16h11.45.911.csv",0.561738421680572,"chain23.csv"
"5c6838ea5f8d580001e8a8ab",34,"551236_experiment_2024-02-21_16h33.41.131.csv",0.459916855351195,"chain24.csv"
"5c7eb22a78402100172fb02c",3,"929305_experiment_2024-02-21_16h05.23.642.csv",0.700121258935924,"chain25.csv"
"5c96113c176ccd001427f257",55,"584069_experiment_2024-02-21_15h52.34.321.csv",0.362744985253417,"chain26.csv"
"5cbb3393114fa50001ac523f",66,"120755_experiment_2024-02-21_16h50.21.022.csv",0.28412775911446,"chain27.csv"
"5cddd90cab57db0001af8fec",58,"614656_experiment_2024-02-21_16h08.22.240.csv",0.330843810019806,"chain28.csv"
"5cf619f126815f0016154537",68,"989770_experiment_2024-02-21_16h16.47.710.csv",0.268657042710254,"chain29.csv"
"5d22feb0b8ed690016324476",14,"138130_experiment_2024-02-21_16h11.52.692.csv",0.55949244682169,"chain30.csv"
"5d6791dab903d4001561ad00",8,"764230_experiment_2024-02-21_16h01.58.843.csv",0.600574231018677,"chain31.csv"
"5da8a58d9e1fb40013d40583",56,"996615_experiment_2024-02-21_16h10.23.987.csv",0.349476189531022,"chain32.csv"
"5dba0ce7001ffa06b367c544",38,"708669_experiment_2024-02-21_16h10.36.956.csv",0.44099865971655,"chain33.csv"
"5dc018fc2e1bfa4504eb4ce5",85,"640957_experiment_2024-02-21_16h09.59.953.csv",0.168800600464923,"chain34.csv"
"5e1781093582cc082a68723c",72,"149299_experiment_2024-02-21_16h11.28.922.csv",0.234902752373804,"chain35.csv"
"5e54ed0d7243ea4e2ce6c650",91,"350369_experiment_2024-02-21_16h06.24.121.csv",0.0971504757934561,"chain36.csv"
"5e5db270a9205c0da6a9d07d",61,"720387_experiment_2024-02-21_16h08.31.687.csv",0.317135781127145,"chain37.csv"
"5e66b7cc639d1f4320f07bea",45,"286993_experiment_2024-02-21_16h05.22.926.csv",0.405370618132241,"chain38.csv"
"5e833d4ab80abf02a1761589",10,"349819_experiment_2024-02-21_16h16.26.705.csv",0.595519877647985,"chain39.csv"
"5e852ca6fdad8f11511558a1",2,"715508_experiment_2024-02-21_15h58.06.171.csv",0.803827923603677,"chain40.csv"
"5e95d76c2d979101cf1120af",100,"336027_experiment_2024-02-21_16h06.25.538.csv",0,"chain41.csv"
"5ea4ae3d9b5ea646f32bf6ce",47,"264757_experiment_2024-02-21_16h11.09.152.csv",0.399673533634052,"chain42.csv"
"5eadaff848b26f4483ae62d9",19,"056179_experiment_2024-02-21_16h54.49.806.csv",0.532351834741929,"chain43.csv"
"5ed69915bc8c110e25201ef8",23,"174248_experiment_2024-02-21_15h55.53.243.csv",0.515410328856344,"chain44.csv"
"5ee44df5a493ae14ce39c8de",18,"011617_experiment_2024-02-21_16h11.23.232.csv",0.533751196024721,"chain45.csv"
