"","sub","W"
"1168","67307f87eac0c3717c72d175",0.08
"1169","6730f769d3f69a4ca0ffa84d",0.1355
"1170","6733bc4ebff2565ea1faea65",0.1485
"1171","6733cee96fc734b5ab9382e7",0.142
"1172","6734dc74d70ed1979abc232d",0.1335
"1173","6737ab3ece166d4b8280f755",0.168
"1174","6739ceeea3d95e6278fc30be",0.148
"1175","673edb6e27ace25ad761d2ff",0.151
"1176","67404a37a85f0c82812f2354",0.146
"1177","6740723780cb11ff26ffa3d5",0.634
"1178","674499298b5241ab1d4e8974",0.0075
"1179","6744ff1dc9f374a840629259",0.0365
"1180","674509092b8ef1bf4ee4e80c",0.156
"1181","57f3f1d73c11ac0001ce6da3",0.0875
"1182","598971de71fb500001aaa40c",0.148
"1183","5a8d9bd3eea3d300016eb7f9",0.1385
"1184","5be373e07e3c9b0001c4d434",0.6515
"1185","5c2ebf3e626018000134986f",0.1305
"1186","5c4b4d5c2cfe4d00018485cc",0.129
"1187","5c6ac9e5d9c5be000174497f",0.0725
"1188","5c8249a1fff8430014e992fe",0.1035
"1189","5cf510ccb0bafb00161ffd56",0.132
"1190","5d544c78ee3a4700164ee73f",0.109
"1191","5dc416f7f7bfb12dbfd7c1e6",0.1275
"1192","5dcdb60be64aaa07c14065cc",0.079
"1193","5e21e741f814784d3180f004",0.1445
"1194","5e4eec948a243d34046ce39c",0.0965
"1195","5e84bd7c34d5d9072128fac1",0.083
"1196","5e88d0b981f7de570bc58fd6",0.0795
"1197","5ea1dc176205ad0c7c941ca1",0.1295
"1198","5ebc87dc8442d10c0b9b2ff9",0.1295
"1199","5eddaa6d115bb4ac7e59f153",0.104
"1200","5ee4aab1232e9d1b4d791bae",0.1405
"1201","5ef636e35322f20eaee7c45f",0.0595
"1202","5f2aad9ef401403198b127b5",0.128
"1203","5f3ac1732efa0a74f975b1a8",0.127
"1204","5f8486766d8e7b0f17df0206",0.0565
"1205","5f933255e25f2b0e6f794a54",0.29
"1206","5fb70808c7c7bb1d76c2b9d4",0.1205
"1207","5fbaab3a72702f86dacb4152",0.1205
"1208","607226ef2df05dd596a390f2",0.0075
"1209","60bc017a075944ed76350d2e",0.13
"1210","60e0dc6be0772b7dfdad9b2c",0.122
"1211","613a467ab51107552deceabb",0.0445
"1212","6149d5f45bf0224465552803",0.01
"1213","61f2ab2fa09e72f23cbaf316",0.007
"1214","62865e3456c142785cfad2a7",0.1045
"1215","62b33b20da57676fc2a2e283",0.2215
"1216","62cee0344bbf495f81b5643a",0.0345
"1217","62ceed54f3afa23577b36391",0.142
"1218","6346e221d4cea480a1a39b52",0.11
"1219","636a3f4a55ca2ddd59722e0c",0.1315
"1220","63ced2a1d7f0270214c80274",0.253
"1221","63f46b97140756e0178e60be",0.129
"1222","63f8cfe9066417fe2afb98aa",0.1335
"1223","641384b3dffcf39ec42d3c23",0.0205
"1224","643c6175d46d41e74033994f",0.131
"1225","6447a21bdb359b012f49465b",0.013
"1226","6522a86994a5ce0d7bb9feba",0.118
"1227","653c000482098e271126e2e0",0.128
"1228","656ca9f8ab25b756c7af6ffe",0.0175
"1229","65c3a122f00056edea1e17d0",0.0955
"1230","65cb80066fd0bb85578f68c1",0.131
"1231","65ce1b0bf3ab63f4f81cdd94",0.047
"1232","65cf8daaaf679c7816f3a1b4",0.1265
"1233","65e1204f1bee2811d7894471",0.1315
"1234","65f1e91f1ed58a82bf5fc698",0.135
"1235","66060f19dda14ccd05dfcef9",0.118
"1236","66226c30dd499cc655a8943e",0.212
"1237","663b638be7226d4e3fcc255f",0.034
"1238","663f6d9dbe5335a23d60081a",0.0185
"1239","664413a1fae91cf971a208f7",0.004
"1240","66477005eafd0918c63ed325",0.0365
"1241","664e67e6d7c465b7ac5e41bf",0.104
"1242","66522e08062d6f7b7d78eafa",0.1165
"1243","6655e27430b9aea9b127d976",0.48
"1244","6658c0f7eacd7bcadeef8a6c",0.11
"1245","6659064b0692d9daaa745437",0.126
"1246","6659f6ef84884698f437bead",0.1465
"1247","665af528082e8340b28b6c63",0.123
"1248","66625801c143ca548bcac338",0.0395
"1249","6664927aa7e156f84937c5bf",0.008
"1250","66685d80353048f90b549b43",0.155
"1251","6671c82c44e8d82b4460afa6",0.3185
"1252","667c2175b570aa694ce2f63c",0.0135
"1253","667ed9819244d28e78362bda",0.117
"1254","6681626264589a3dbb6f2551",0.151
"1255","6681d290c7e44d04198ca9d9",0.1305
"1256","668442868bb4f001d78d84c2",0.1165
"1257","6685384013fcc9846ba7f8ff",0.121
"1258","66887ce5b1680d2c8ef84bd7",0.1235
"1259","668c391fa1489b577862fff4",0.02
"1260","66940cb3d46ba2b4049b3e5c",0.0935
"1261","6696b163b93979c398c99029",0.122
"1262","669d1b476cbe3941fdf1fc1a",0.048
"1263","66a39f28d2bbdbbfe3abb8d0",0.117
"1264","66a3b470033139dac724e8b3",0.0205
"1265","66a52f6c1eb3824340fcaebc",0.129
"1266","66ba0c45a7b789499b014744",0.0365
"1267","66bdff1810bd8b4b0ed6177e",0.1465
"1268","66be11b4e919e54f7090a51d",0.124
"1269","66c73d97dade03083f9ec72c",0.115
"1270","66c8ac7da0e6e729c2c90d2d",0.04
"1271","66cc7fbe78be09cb3ad5092f",0.1495
"1272","66dd77022ba76bff18920a40",0.1205
"1273","66dd9855f90bdb7c33c4f096",0.074
"1274","66e4bd6e4b8f8ead0cbbd8f6",0.2015
"1275","66ec0b4239b9cd2f83c76487",0.0095
"1276","66ecd1ee194d5ad163eafb97",0.117
"1277","66fd7c066f03ea1fbd935f7c",0.075
"1278","670d7afbadf6cefd9a2f4e72",0.115
"1279","670e2a711df0a045aea8de04",0.1525
"1280","670ffce59e8f6928d43c75e5",0.127
"1281","568a3ac1d3d6a7000ba240b0",0.107
"1282","57a12661913c7100019767b7",0.1415
"1283","595bb42745265c000166d399",0.1065
"1284","59662432040e9f0001faf8ec",0.0865
"1285","59860b0414f85e0001506faf",0.101
"1286","5afbf02302b1b5000103e313",0.05
"1287","5b01e69aa496b300013d5b9b",0.4715
"1288","5bc07659b8d38c0001de0516",0.016
"1289","5be9b18df5c1060001085048",0.02
"1290","5bf44a04d7e7a70001d7a672",0.28
"1291","5c478dae685da800014c8119",0.111
"1292","5ca4c7a848cb6a00010a64a9",0.1505
"1293","5cae3e6a47494e0018328cbb",0.037
"1294","5ce7fd368020d30018f9d7a5",0.098
"1295","5d3ef27c5c79a10001f817a6",0.108
"1296","5ddce9f0f85b50c4fc1515a4",0.375
"1297","5e15615161b48ab823187c7d",0.052
"1298","5e6fd5930eef225956166275",0.0575
"1299","5e7d64889c1c243eb1e0277a",0.107
"1300","5ea9c57990b83d0f9b246749",0.068
"1301","5eac351c63858608351866b4",0.105
"1302","5ebd30bca8d08203a6e2334f",0.0475
"1303","5eec1cfa0cda0741cd14213a",0.009
"1304","5efa33c4e9f4160ffd817db9",0.03
"1305","5eff6f6261fa1103dd703721",0.1095
"1306","5f32e865bd94490a64d9c9f5",0.11
"1307","5f455ed3326727130e7d4a49",0.1385
"1308","5fe0fcdd6395d9afb78fb4b2",0.0995
"1309","600b345129e4540a5175beef",0.0955
"1310","60205d8a88ba9165dda2b151",0.0755
"1311","604d5e61486bd0622d2102c0",0.086
"1312","605776c7ffd8cb64476fc73f",0.05
"1313","607f63ce9ffa404fca0400a9",0.1125
"1314","60aa79fa99f7d53701b02256",0.058
"1315","60e06b87c1bd79b830cee365",0.093
"1316","610c66163e803a3564dfaf9c",0.0085
"1317","614b11e399369a0d52b5fbf6",0.268
"1318","62d71ed72df2d1ebb84c4406",0.2125
"1319","62da6a18dcc4b4fbb94abd33",0.1035
"1320","62e0532289a4e5d9fedadde1",0.016
"1321","631ffc3584141f143567f021",0.048
"1322","63d7fb6ee49281f6c41d6630",0.1205
"1323","63d83f714d14c00e07006889",0.0275
"1324","64054faa94690235ff21ef0c",0.031
"1325","6405feae7d6321bfaaf793e8",0.0935
"1326","640612477c8f387ffe0b0dba",0.108
"1327","644012a89ef81bc3c9412c6e",0.098
"1328","644a6b401909670b5aa92694",0.1085
"1329","65108d02742b73e5f03efb63",0.0995
"1330","65562356bbad98b7c6f5cb54",0.048
"1331","6579c16c8fc1d05be830eb13",0.093
"1332","65b1193868f3449f46325ea8",0.0155
"1333","6605ad684ded7efc005156ed",0.1085
"1334","660964c89059cc7ba9bbc5c5",0.0315
"1335","662496bbb1ab4a573d5ebf65",0.0995
"1336","662f787db43293da9456adb8",0.148
"1337","6634e412b6aa88d8efcdcf3c",0.1035
"1338","663945510818036ee5453ff7",0.1335
"1339","66421610459ae675582e0a98",0.1015
"1340","665897e9df26bb82cc72f010",0.0235
"1341","6658b2f9550b0dbb2338592e",0.1145
"1342","6658b8b757f8a9ca5f6e404b",0.1075
"1343","6658bbc6589d777bab78b02c",0.1485
"1344","66591f7fa8fca6ea85c9a178",0.117
"1345","6659ff6d4f25b009cabf85b7",0.051
"1346","665a22ef5c1ccac81ab30582",0.0355
"1347","665efdf173820edd2b8d4d23",0.05
"1348","6662974c3d0f8b97dbb4744b",0.1195
"1349","6662c3fbba2165e6212fffb2",0.108
"1350","66718827231a90102878264c",0.1045
"1351","66784c32524d51faa546901b",0.0585
"1352","6683012eb1dee2a0c9fd9169",0.102
"1353","6688802a62011478baa609b2",0.0365
"1354","668adbfcb3549e7f656159c6",0.1195
"1355","66a0ffcb54300d036bb8a538",0.105
"1356","66a27a561b8ed92d82f3b97a",0.045
"1357","66a4c9927aaee29994fcdd8f",0.1015
"1358","66a641d8eae42f430895d856",0.1045
"1359","66aa2ca22882f0924e554ab7",0.0105
"1360","66abe7eebba903cdd5e71edb",0.105
"1361","66af8c7213537c8f0265065b",0.209
"1362","66af97729c1b27015686f798",0.2605
"1363","66b0dcf520b9696e05144571",0.0985
"1364","66b22209c068386fec170fe8",0.1
"1365","66b374f5b22866419b3d1dd4",0.1135
"1366","66b3c496ad3241c856f14f77",0.102
"1367","66b73f9ba035651170b94c76",0.073
"1368","66b904b8c905d232ccc4a689",0.2115
"1369","66ba0c9b81da2bf8b7d87021",0.1105
"1370","66c1246c403ac42a00625a13",0.0745
"1371","66c9f7305f8a64d04cb5344c",0.1
"1372","66d8c296c6269c13f31f75a1",0.0075
"1373","66e2ca2c9b6fdfcc5532231b",0.086
"1374","66e87563633236ecd97f7c31",0.0995
"1375","66ebfb22da433fa6048429f7",0.1
"1376","66f0172354459fc0532d41ba",0.159
"1377","66f46d2c126152ecd9e12bee",0.101
"1378","66f59c5fc561d1f12a63b63c",0.0185
"1379","67119d66793dcfef1e5ff101",0.0995
"1380","671237aba865147787d88e96",0.165
"1381","55ee11c37480920010aaac8b",0.0135
"1382","595e7974af78da0001a21c3a",0.1615
"1383","59a40f8f514a2200017e69dc",0.2
"1384","59e0be41d838ae0001850712",0.188
"1385","59edca95ac0af70001b36f9c",0.1755
"1386","5a2ba3972a1bed0001f352a6",0.172
"1387","5b4b859e11d39e00017bc223",0.494
"1388","5b5ecd4b7757ed000198d434",0.2475
"1389","5b98f5957af36d0001ff0294",0.1705
"1390","5c096cc8b57e9500015a18c2",0.096
"1391","5cd02c98ec9cad001834e76a",0.1835
"1392","5cf4bf2e7e2e1400177f2cc8",0.1735
"1393","5dd589a57160cb53e892fa75",0.276
"1394","5e0a1fc84d6bf12c3a095db1",0.3175
"1395","5e5556c0677c1055083ae16f",0.5215
"1396","5e66c77e8ebdaf4466e26326",0.183
"1397","5e961265ca5bc6085896442d",0.0205
"1398","5eb080ccaf87d11143472477",0.17
"1399","5ec4a2cfc14ec21da0bc4a46",0.1965
"1400","5ee637a18976fc391312fe01",0.158
"1401","5efdb4266a255121c1bcc531",0.1855
"1402","5f315097a5125e6101a52d96",0.196
"1403","5fb701a86c3b2e1da0b3235a",0.157
"1404","5fb9409de225257587072ef9",0.1595
"1405","5fcd9e11d619a5277a200dd5",0.0075
"1406","6036f26208d15e92cafdb13b",0.178
"1407","603cfe49880ceeb4bf3aa72e",0.7315
"1408","60c239c814e2792697b7c056",0.3975
"1409","60ddea479b7e6c8796d92a03",0.156
"1410","60fe79117e082892a4e47723",0.1225
"1411","61087a04c0c4e0038641fff8",0.1795
"1412","610be855f519acd254b1eb79",0.063
"1413","612fc21a7264afa7dfa08974",0.174
"1414","62b44f66a16d45783569fad6",0.0245
"1415","62da8df6c2b2c0c038ad33ac",0.043
"1416","62db2644ab0a3a353c0dcb54",0.1495
"1417","62e154b0682e270b4acdf5ee",0.3585
"1418","62e25115fb932baf4a93173f",0.089
"1419","62e3f7b224ec70641fd86b7b",0.1445
"1420","6316212c1109a3b1bac89fe6",0.2075
"1421","63287c548c0d66d1e300fd64",0.1175
"1422","63469da3cef76cc5b3523b97",0.268
"1423","63696bedab2bb1c20e3a5a5b",0.1935
"1424","637f7c6517daaa050a1632ba",0.207
"1425","63d1e114550c261e5d78a941",0.0665
"1426","63d79c5a2b6c1a5cfa659ba4",0.178
"1427","63eb82da9758a485a67914a2",0.0525
"1428","6400dc9a87b5f4d0c3604bf3",0.098
"1429","6400f212a7bd9c7c5ab1cc25",0.173
"1430","640b816df86dcee615619d0d",0.1675
"1431","6413c3a69c59550f5956e218",0.165
"1432","644164d75b4cbe61ff891e64",0.0525
"1433","652ebf9490189b8b57f1ce35",0.013
"1434","6530316e660f5b8d9c11c00e",0.109
"1435","653d3b418bce22526d2639b4",0.3085
"1436","6564171a43463427fd17303a",0.1805
"1437","659ab441966a4d31ded32d34",0.1585
"1438","65ca3241aedc6b7667899114",0.0345
"1439","65dde169a5400071ec943bc8",0.169
"1440","660d53ffb54d05e5ae6c56f2",0.181
"1441","66129ba63bdad6d8137dd832",0.271
"1442","66254df7ef91ef387de06bda",0.1395
"1443","66466f84fa10a56e00077f4c",0.1875
"1444","6650e69da7a14d71799982ee",0.1715
"1445","6655f0b0a20460cfba948ca9",0.0805
"1446","6658ba167affbe300577b93d",0.0225
"1447","665b4286969eae6d1edc4d21",0.179
"1448","665c51a04fa57fdf6f538ab0",0.175
"1449","665c5b5cb53983b0b6323300",0.21
"1450","665ed3e9a6d856341025d5e1",0.029
"1451","6664597b10bb2abd191df517",0.0775
"1452","66749596518f556e28f505d9",0.2035
"1453","6681614369bdb3f339514144",0.0275
"1454","66840f135d4fce807b86ee00",0.162
"1455","6686b270bba91d3f69706b7e",0.084
"1456","668d6f9d885ecaee43b116ab",0.0145
"1457","668f029ca2d76eeb36d94e2b",0.034
"1458","6691fb63a0d79f08935d5ef7",0.199
"1459","669672853f3d48a05239fa9c",0.182
"1460","6699392f3b5d44ffc688ea2e",0.133
"1461","669bd6747755b451df8e91d9",0.236
"1462","669d63b71212137a95644a45",0.2295
"1463","66a1e930c8c3c213a255d5b3",0.286
"1464","66a506aa490a1eb96dec8195",0.1885
"1465","66af602e1b8e001441b8c1bd",0.1655
"1466","66b7e11722f415fad0f8eb6f",0.1685
"1467","66c1078ce64dfbcdb839e7e5",0.167
"1468","66c4bf63b1a17722e858f07e",0.1415
"1469","66de0cb85587751372abb59a",0.0275
"1470","66f1aeb024eaa71730ee0d8f",0.1755
"1471","66f27873fa9212abccf0f874",0.177
"1472","66fe8e5658271abe3f4011a1",0.16
"1473","670903243e1cd8be0db49f0b",0.182
"1474","670e3a78a9ac8927963103b4",0.1615
"1475","67118c5934ddcc26346c3183",0.1625
"1476","6712084334ddcc26346c4acc",0.1805
"1477","67129f965260be663a982f67",0.111
"1478","6713975030d7486201c17956",0.1825
"1479","6713c59ba38a829eb6d2a758",0.008
"1480","671417cf869275e9675755ff",0.4375
"1481","585b2c83c922bc0001099dbb",0.007
"1482","5885129a6907b40001de425a",0.007
"1483","59883aa871fb500001aaa085",0.01
"1484","59a6d98590dec70001731889",0.0155
"1485","5a7da426190420000155b6d9",0.022
"1486","5af4813048ecff00013534d9",0.011
"1487","5af99bfc33b0ee00011eeb2d",0.0205
"1488","5b60c7321b181c00011ae753",0.022
"1489","5bbd2bdcf7358a000171636f",0.017
"1490","5bf8a27021a4e1000194fc76",0.007
"1491","5c42f55d3be7b70001fd2323",0.0055
"1492","5c63e773f9b6300001c9ce20",0.0225
"1493","5c993969c6d15000019bbc4f",0.016
"1494","5cc85b6bebe0c70016954ed7",0.0175
"1495","5ccb0abaea39770017577b30",0.023
"1496","5cf656e90acc8f000147f643",0.018
"1497","5d0d4fcae465980017d45b34",0.0225
"1498","5d2fc33c3af1410018f872ae",0.0175
"1499","5dbf5fe16849043f135aa2c0",0.0215
"1500","5dc71b96d210e45213e92359",0.099
"1501","5e3723a2c0b2896ad554be73",0.0225
"1502","5e67a6ac35d2c704c30c12ed",0.0225
"1503","5e94aaa6dd28ad0812ff44e3",0.0225
"1504","5ea950e4befef302772be716",0.004
"1505","5eaebd6429cb5202dcb326ea",0.0235
"1506","5efb49177e130c0785b93842",0.0145
"1507","5fe821174cfb7d1f5b64e0c3",0.0135
"1508","609510855d0c8e5bd0bdaf98",0.022
"1509","60cfe291c5ef4a1fb6019ee1",0.0185
"1510","60db1216e9e93917232745f9",0.0175
"1511","60f71eb315abd11a590fda93",0.023
"1512","60ff664e9ae344f5df8f5d8a",0.025
"1513","6122b34317a8129c606afd69",0.021
"1514","61485cabce59eed1cc3dfcc1",0.0235
"1515","61fa93e55719bc09cb834de5",0.0255
"1516","6294b77f8782497d0f35bd25",0.0195
"1517","629e10d748005830b9eee9a0",0.022
"1518","629f6b8c65fcae219e245284",0.0245
"1519","62fbf659137c73bdbd55606d",0.0205
"1520","62fe6312269d0e4ae894297b",0.0075
"1521","630486c219b51fbee93199e4",0.0095
"1522","6304deb78f14a18b18ceed4a",0.0095
"1523","63469a362ae94cb99d4fd99a",0.0225
"1524","63615888b5606b24a845f73e",0.0345
"1525","63d141f040c855b7fb494d13",0.023
"1526","63f1bdcac90b79cd273a2d5c",0.0645
"1527","63f7a3efa5b4d0027e3185f0",0.0065
"1528","64135f3a5f83c8b43e569213",0.021
"1529","655237957baf4bc116e5d2b2",0.0235
"1530","65f4e1f8008a169d7ecde720",0.025
"1531","661e6d7f497779e312c53edd",0.0205
"1532","6634e03793fb35bb701cb8ea",0.0215
"1533","663e82d88e331682e6a89f4d",0.019
"1534","6647b9d85e49c207ba28f76f",0.0275
"1535","6659ed61566ce6a7ff2d5989",0.03
"1536","6662b3516ee05c96ddcab291",0.023
"1537","66647a6234fffd1ce19b7b38",0.0065
"1538","6665a9d6028c2fb836001d5c",0.0235
"1539","667457e09644d141800df3f9",0.0235
"1540","66800c32331345ae34d25cce",0.0635
"1541","668948e5732c29981acd09f0",0.0355
"1542","668d8163863cd3cc4746fdb2",0.02
"1543","66972894d172f629fc01d988",0.006
"1544","6699b7e8a3fa22647d9ea5c3",0.0235
"1545","669bb593fef37d5033ca72d6",0.02
"1546","669c14c5463407058421c908",0.026
"1547","66a03625788fece5584ab9ba",0.022
"1548","66b1fb04c83a801ed24a43bf",0.0085
"1549","66b792a09354b3fa1a3c5af9",0.006
"1550","66cb2b848efa67d602fc6161",0.023
"1551","66cdcee5b3f3d7136c690de0",0.005
"1552","66d838f820d5bd20f302c1c2",0.0215
"1553","66f4147ffea1a6689de3a7ac",0.023
"1554","66f5ac721a35b7cbe10b6424",0.0175
"1555","6704539fe462b87182866f14",0.0215
"1556","67059d99d1093140330a3926",0.0215
"1557","6707677f7a91433e8f344e53",0.0225
"1558","670fc566e6f4b69e586e6478",0.0225
"1559","6711ce216b91eb0fcf537e86",0.0255
"1560","6712e6a79d074e6270deebb6",0.021
"1561","67139f44d26940943573c9c7",0.0185
"1562","67142c8dab79b82f8afd3ad3",0.0215
"1563","67144c39805ddd43d50c19e4",0.0065
"1564","6716eef36b9a92ebc4ddcdb1",0.021
"1565","671771a9a23f83b88b2b8845",0.022
"1566","6717750cce259fe584404f28",0.023
"1567","6717e1db3b13887c17277eed",0.0235
"1568","6718b2cf1c33d9facdacb951",0.02
"1569","671a7a24db1b69eb00a97581",0.0225
"1570","671b9b2ac78a34c44a287e28",0.009
"1571","6724f98eceadd381e0fcfac5",0.0225
"1572","6725006b1128706bbaf567d4",0.0225
"1573","67258d88052d88c29170f9c3",0.021
"1574","67264c4ac58989ab41cdc947",0.0225
"1575","6727b19c12511694cfc3af0c",0.006
"1576","6727cbe79c6e33d7d34e1904",0.022
"1577","6727f94410377211124e1c35",0.021
"1578","672863a182f463f17c86ccbd",0.023
"1579","67291222e31d609a9adf7b03",0.0225
"1580","67294b05cdfd3c3bab66672a",0.006
"1581","58d165dff7a08b000176c54c",0.153
"1582","590ac40eb180c90001e08998",0.0055
"1583","59497c498fb2140001afda85",0.1785
"1584","59d4c100078dbe0001951236",0.126
"1585","5aef59ad3c80f200013afcb9",0.0065
"1586","5b2bcfb51835660001cc6751",0.0035
"1587","5b82e33f184f45000155f0ba",0.025
"1588","5b9ca13a06114100010699b8",0.1415
"1589","5bdb3a8a7d2000000160cc3a",0.0165
"1590","5c8d4db8c6eef00001bd2510",0.7985
"1591","5cd1a622fa7c8b0001a48044",0.1475
"1592","5d1290103b20b0000102e8e3",0.0195
"1593","5dbcab7226c04c250046cab5",0.05
"1594","5dccf219aa4314964f7461d9",0.611
"1595","5e32c95c87b8ef28e5aff6ea",0.157
"1596","5e52b820b0c66e2cd031c993",0.008
"1597","5e7897841fc50b000c787b94",0.1645
"1598","5e78c9bd72aeaa4468a65880",0.1505
"1599","5e7987df47422a5443426cd7",0.0065
"1600","5e9607da6b866106f5666075",0.0385
"1601","5ea32a0ea7b59a0c92e82ac8",0.0795
"1602","5eee77689e63ac330681ffe9",0.1585
"1603","5f25419d6c25411a2b68ddd8",0.5915
"1604","5f2abe80f40fa7364aad029d",0.171
"1605","5f341e306c067e1255643375",0.0795
"1606","5f451b0cfcb9e607e78f3247",0.238
"1607","5f48f497fae2763d537d2e6b",0.232
"1608","5f8a1fcf2773900d456a3e70",0.027
"1609","5f9adea37534492538642466",0.096
"1610","603f046f9e0097fff158ae13",0.14
"1611","6057b3679731740c949352e7",0.1905
"1612","60734526fc3f36207efc18a1",0.0325
"1613","60873d2ab16643e5a08cafd2",0.141
"1614","60a0c79b332c02c8a73e57a5",0.1565
"1615","60b932147633bf0dd446941e",0.097
"1616","60c771e103f05480db27cb64",0.195
"1617","60c8467d9872c0d83f695499",0.1395
"1618","6102f39250ab7e19721ebbfe",0.0045
"1619","610f188b8ad0a93f6d508cad",0.1165
"1620","61471dc7b568462f804535ff",0.231
"1621","6158efbedd66f692c944fd9e",0.1495
"1622","616484537e1f17c2cfdd9fce",0.1685
"1623","6170cb31c3656859cca7cc57",0.028
"1624","629f2d6a8d790f69182e8b3e",0.029
"1625","62e94b6406efad3412531a70",0.2575
"1626","62ea84d41e834ec50d48fe99",0.1455
"1627","62fb8ef806ee6962abefc45e",0.0055
"1628","6310b940e5a073466d04381f",0.035
"1629","638612440ec47409005d14da",0.162
"1630","63d17cf82715a833d22d42fb",0.167
"1631","63ea497523794756c703094c",0.1755
"1632","63ea4a7fa7d709c8e7887a93",0.2485
"1633","63ea6fd5f35892d3e2c6e16c",0.174
"1634","6425ffdf7fd742839b924ac5",0.085
"1635","642b4b7daf966c85533f63ef",0.1825
"1636","65451d5acc2d6a97f3d539c2",0.1555
"1637","65522f24f09594d4953b0a38",0.1545
"1638","6617d376619a2b4541498f2c",0.1065
"1639","663672e8441b795aef8f240b",0.177
"1640","66435e2e5c5b5aceb2195908",0.0045
"1641","664a4648a07bac3059d69442",0.1155
"1642","6658b2faa759210bfe72333e",0.1615
"1643","6658b4ff0f6362e1f068dd84",0.2175
"1644","6658ba3c6039705479385b55",0.0555
"1645","6658bd0f2b8d81c85bf3be8c",0.4785
"1646","6658be08db696fd87fa46ece",0.158
"1647","6658e5d739ded7679b0d3648",0.059
"1648","6659f9b9e288516b96e02b74",0.0355
"1649","66608cfbed8f4c21e02ca711",0.0205
"1650","6665938fc392da0ea81e02fc",0.4115
"1651","6677878aeb0f9e2e3f5fcc28",0.1635
"1652","668555d93b08c5cce9d33b72",0.0175
"1653","668aff42ad8464c121d4a519",0.133
"1654","668e87c30787c4cfc12b2ccf",0.171
"1655","6690630045404fe6289a1aba",0.1715
"1656","669087979625c5bc8216e01a",0.148
"1657","6695278758244f9d6186746e",0.0515
"1658","66a261c8cd2d7a18cbe95b9a",0.3145
"1659","66a90c2263a2823be078178e",0.0435
"1660","66b8e2fd7ed9ec6e6bb94a9d",0.1545
"1661","66c4a1fec251e66e9fd02d6f",0.1535
"1662","66c8fab96f03e9e47bd704c8",0.152
"1663","66de22000b28da3fb0efe439",0.0085
"1664","66e938f8a03bd9461c58d37a",0.2965
"1665","66f464a615539c4d4d9f665a",0.111
"1666","66f9d051fb016969f5078ea9",0.162
"1667","66fb841ccbfd2b0d3c0f09d9",0.1405
"1668","6708da9c62672d0fe65b6683",0.1185
"1669","67128e3eb49c9092672386df",0.16
"1670","6719001dd222967672c6de59",0.1515
"1671","671961a21d864743f6277a27",0.1285
"1672","67197e48bb8b78cdd63af8b5",0.0065
"1673","671a753658d55ff26d2df4f3",0.157
"1674","671e7d51a6ba5a72e83df6fb",0.0185
"1675","67227bc792661854dd9a10c4",0.1445
"1676","6725f5c628ac0ee83bb0aae2",0.154
"1677","672a451d1bca45de2ad481b9",0.1625
"1678","672a54318a976d8210330275",0.2925
"1679","672ae0142d5b2eb4d1cb994d",0.169
"1680","672b45fcd563257a0160e11b",0.155
"1681","59a1a661ec2f75000124eea6",0.1885
"1682","59e8d0bebe399f0001e4a045",0.2415
"1683","5a94ee9bf6dfdd0001ea50f1",0.148
"1684","5b58b9cd5c7de50001fd1d0a",0.245
"1685","5c46014e8ea58000016e3d9c",0.277
"1686","5c63363b935c87000118a78a",0.2165
"1687","5caa11e5a15c9800161ad16d",0.032
"1688","5cba0e35d7ebf300177ff529",0.177
"1689","5d23c74c557d52001c823711",0.015
"1690","5dae1695dab76c001386b57d",0.1735
"1691","5dbe5d44aab19f35c5459b57",0.019
"1692","5dd05d80b2204f1487f7812c",0.333
"1693","5de7d12c26dd95000b6824c5",0.005
"1694","5e07bb28afb8b013882a2781",0.1805
"1695","5e56ac24ce30ae0632e2fe0a",0.003
"1696","5e904f36cc3d6c355bbf48fa",0.1685
"1697","5e9da14442f41809eb155db4",0.0875
"1698","5edfdc27e7dae92fb37fa506",0.159
"1699","5ef7d6c359b38851de122110",0.231
"1700","5f3ecaff36efd116414742ff",0.007
"1701","5f564ae0aeb6d004432338c9",0.574
"1702","5fa92f3172de7e02d5d77656",0.126
"1703","5fec281aeae543d80d09fbc0",0.2365
"1704","6012d4f3e68e2209e7e53679",0.4655
"1705","602d4d4c654dbd73fc278783",0.3315
"1706","605273bcd0b9b4510724f3d7",0.2635
"1707","60b0015eb67dca63ffe16ae0",0.0685
"1708","60d1e605eed10fa0ee59d2d0",0.2735
"1709","60dddb3f9df28cc2ddf74f27",0.231
"1710","60e0960e5ea6dce0c06b6103",0.256
"1711","60f84b82661faf6c4a0c56a5",0.681
"1712","610502298d2771ca33b3b885",0.1045
"1713","6110db4e6d45d7849cd5231e",0.466
"1714","61279265d5e72d7707846ba7",0.2395
"1715","613cc5de78e7317f29171d0c",0.012
"1716","62a23d608be9428eddf214c9",0.3735
"1717","62fb815742ef6b0275cfa14a",0.336
"1718","62fbd2c1d97aa039e9466d81",0.097
"1719","6340d2fa46f2d707e146b63b",0.7515
"1720","6346a1e77cf1b1558d2a8c2c",0.0065
"1721","63c09186d75a9bbd3bec5652",0.217
"1722","63c5514d060f9b8e66cab38f",0.2455
"1723","63d8475556cf3cad39dd8417",0.056
"1724","63e51e063af1cc5baf0c72ca",0.5715
"1725","63eb7bfb2e6d9646a1ef79c9",0.238
"1726","65351d806793347b56877109",0.242
"1727","655b72151d4d51712a27cb95",0.2285
"1728","6569e71e2dc4cb2ac7e49e89",0.3105
