"PROLIFIC_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","bright_forest_basket_name","bright_forest_basket_file","dark_forest_basket_name","dark_forest_basket_file","msg"
"65b88dce208f10c15bc9d171","orange_gnome","ressources/step1_stim8.png",1,"ressources/step1_smallGnome_deact.png","bright_forest","brown_gnome","ressources/step1_stim1.png",1,"ressources/step1_tallGnome_deact.png","dark_forest","green_gnome","ressources/step1_stim5.png",2,"ressources/step1_smallGnome_deact.png","bright_forest","pink_gnome","ressources/step1_stim3.png",2,"ressources/step1_tallGnome_deact.png","dark_forest","red_gnome","ressources/step1_stim6.png",3,"ressources/step1_smallGnome_deact.png","bright_forest","yellow_gnome","ressources/step1_stim7.png",3,"ressources/step1_smallGnome_deact.png","dark_forest","blue_gnome","ressources/step1_stim4.png",4,"ressources/step1_tallGnome_deact.png","bright_forest","purple_gnome","ressources/step1_stim2.png",4,"ressources/step1_tallGnome_deact.png","dark_forest","red_basket","ressources/step2_stim2.png","yellow_basket","ressources/step2_stim1.png","Hi there! This is a bit tricky game. First things first; Gnomes will appear in pairs as follows * Orange - Brown   * Green - Pink * Red - Yellow * Blue - PurpleThese pairs are fixed pairs. They will not change. The game is executed in a pattern.*** ""Orange, Green, Red, Blue"" Gnomes will direct you to a  ""Saturated Forest"" which is          bright. *** ""Brown, Pink, Yellow, Purple"" Gnomes will direct you to a ""Unsaturated Forest"" which          is dark---- IMPORTANT (Read Carefully!)-----So Let's say when the game starts, if you select ""Orange"" gnome and the mushroom count is 6 and in the next step you select ""Red"" gnome and the mushroom count is 9, the pattern will more likely to continue in favor of the ""Saturated Forest"". So continue selecting gnomes that are in the Saturated Forest. Then when you are continuing in the Saturated forest, the mushroom count will suddenly decrease. That's when you need to try the gnomes is Unsaturated Forest/Dark Forest. Likewise adapt to pattern when playing pay attention to the mushroom count. Gnome's physical attributes other than the color will not affect anything. Happy Mushroom-ing! "
