"PROLIFIC_PID","t_step1_keyresp.rt","t_step2_keyresp.rt","t_step1_keyresp.keys","t_step1_stimLeft_name","t_step1_stimRight_name","t_step2_stim","t_step2_basket","globa_score","t_points","t_mult","t_reward_flag","stimLeft_filename","stimLeft_deact_filename","stimRight_filename","stimRight_deact_filename","forest_filename","basket_filename"
"5dae1695dab76c001386b57d",0.6078,0.1648,"s","green_gnome","red_gnome","dark_forest","yellow_basket",2857,30,5,1,"ressources/step1_stim5.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.5732,0.3641,"s","brown_gnome","pink_gnome","dark_forest","yellow_basket",2863,6,1,1,"ressources/step1_stim1.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.5717,0.3127,"k","yellow_gnome","blue_gnome","dark_forest","yellow_basket",2903,40,5,1,"ressources/step1_stim7.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim4.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.7731,0.2467,"s","purple_gnome","orange_gnome","bright_forest","red_basket",2938,35,5,1,"ressources/step1_stim2.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim2.png"
"5dae1695dab76c001386b57d",0.4409,0.2412,"s","purple_gnome","orange_gnome","bright_forest","red_basket",2945,7,1,1,"ressources/step1_stim2.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim2.png"
"5dae1695dab76c001386b57d",0.6416,0.3142,"k","pink_gnome","brown_gnome","dark_forest","yellow_basket",2952,7,1,1,"ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim1.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.54,0.2559,"s","green_gnome","red_gnome","dark_forest","yellow_basket",2992,40,5,1,"ressources/step1_stim5.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.7122,0.2646,"s","purple_gnome","orange_gnome","bright_forest","red_basket",2996,4,1,1,"ressources/step1_stim2.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim2.png"
"5dae1695dab76c001386b57d",0.652,0.2796,"s","brown_gnome","pink_gnome","dark_forest","yellow_basket",3001,5,1,1,"ressources/step1_stim1.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
"5dae1695dab76c001386b57d",0.5444,0.2903,"s","brown_gnome","pink_gnome","dark_forest","yellow_basket",3005,4,1,1,"ressources/step1_stim1.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim1.png"
