"","sim","gen","mu_t","score","know"
"6235",12,15,-0.1,0,0.00630279112225419
"6236",12,16,-0.1,0,0.00752960189026081
"6237",12,17,-0.1,0,0.00570304930025944
"6238",12,18,-0.1,0,0.00602451997982785
"6239",12,19,-0.1,0,0.00543106357483175
"6240",12,20,-0.1,0,0.00580044504399921
"6241",13,1,-0.1,0,0.00416360672118026
"6242",13,2,-0.1,0,0.00432578903323645
"6243",13,3,-0.1,0,0.00663552924357351
"6244",13,4,-0.1,0,0.00691876735951314
"6245",13,5,-0.1,0,0.00611219207162603
"6246",13,6,-0.1,0,0.00647116715419364
"6247",13,7,-0.1,0,0.00621129322271355
"6248",13,8,-0.1,0,0.00676763745822258
"6249",13,9,-0.1,0,0.00744496310593842
"6250",13,10,-0.1,0,0.00532261046439394
"6251",13,11,-0.1,0,0.00613353892910715
"6252",13,12,-0.1,0,0.00661066932798061
"6253",13,13,-0.1,0,0.00764254965435059
"6254",13,14,-0.1,0,0.00496332331623115
"6255",13,15,-0.1,0,0.00481842430107846
"6256",13,16,-0.1,0,0.00499412380855502
"6257",13,17,-0.1,0,0.00583233650751132
"6258",13,18,-0.1,0,0.00596263787676547
"6259",13,19,-0.1,0,0.00533632571128634
"6260",13,20,-0.1,0,0.00601837011282852
"6261",14,1,-0.1,0,0.0048541034932714
"6262",14,2,-0.1,0,0.00589662234907367
"6263",14,3,-0.1,0,0.00590756957114238
"6264",14,4,-0.1,0,0.00710549532437028
"6265",14,5,-0.1,0,0.00652935380623591
"6266",14,6,-0.1,0,0.00600213677088814
"6267",14,7,-0.1,0,0.0070626546082098
"6268",14,8,-0.1,0,0.00606356312990047
"6269",14,9,-0.1,0,0.00597196518986735
"6270",14,10,-0.1,0,0.00684759759561578
"6271",14,11,-0.1,0,0.0069121717628146
"6272",14,12,-0.1,0,0.00633839265165638
"6273",14,13,-0.1,0,0.00663997059013937
"6274",14,14,-0.1,0,0.00663416259179189
"6275",14,15,-0.1,0,0.00621973898845111
"6276",14,16,-0.1,0,0.00619411089594803
"6277",14,17,-0.1,0,0.00612438514281769
"6278",14,18,-0.1,0,0.00720462837986403
"6279",14,19,-0.1,0,0.0065641375262513
"6280",14,20,-0.1,0,0.00552100335044388
"6281",15,1,-0.1,0,0.00398119360816781
"6282",15,2,-0.1,0,0.00516190033302181
"6283",15,3,-0.1,0,0.00601716112996399
"6284",15,4,-0.1,0,0.00546823184133748
"6285",15,5,-0.1,0,0.00579483853999495
"6286",15,6,-0.1,0,0.00635562099878029
"6287",15,7,-0.1,0,0.00627047966521557
"6288",15,8,-0.1,0,0.00609216539306748
"6289",15,9,-0.1,0,0.00665993846729215
"6290",15,10,-0.1,0,0.00631192768269134
"6291",15,11,-0.1,0,0.00595213565029415
"6292",15,12,-0.1,0,0.00559028406674741
"6293",15,13,-0.1,0,0.00622512985971164
"6294",15,14,-0.1,0,0.00631839601715616
"6295",15,15,-0.1,0,0.00643028848218628
"6296",15,16,-0.1,0,0.00383003772774442
"6297",15,17,-0.1,0,0.00665498113853825
"6298",15,18,-0.1,0,0.00664441705095144
"6299",15,19,-0.1,0,0.0067114913880454
"6300",15,20,-0.1,0,0.00591231595693897
"6301",16,1,-0.1,0,0.00496744125304394
"6302",16,2,-0.1,0,0.00720140709654138
"6303",16,3,-0.1,0,0.00615195493597462
"6304",16,4,-0.1,0,0.00714163397727462
"6305",16,5,-0.1,0,0.00517788388616768
"6306",16,6,-0.1,0,0.00589973899696349
"6307",16,7,-0.1,0,0.00522615043554614
"6308",16,8,-0.1,0,0.00552458361318047
"6309",16,9,-0.1,0,0.00575617930823445
"6310",16,10,-0.1,0,0.00585077507513329
"6311",16,11,-0.1,0,0.00587285182435119
"6312",16,12,-0.1,0,0.00654072970512309
"6313",16,13,-0.1,0,0.00829121763998917
"6314",16,14,-0.1,0,0.00610386059746122
"6315",16,15,-0.1,0,0.00527203918889687
"6316",16,16,-0.1,0,0.00567758955333464
"6317",16,17,-0.1,0,0.00713622158901361
"6318",16,18,-0.1,0,0.00625767446092822
"6319",16,19,-0.1,0,0.00572630389405375
"6320",16,20,-0.1,0,0.00572567519850266
"6321",17,1,-0.1,0,0.00457999372095219
"6322",17,2,-0.1,0,0.00681701742702128
"6323",17,3,-0.1,0,0.00616155736072034
"6324",17,4,-0.1,0,0.005647399696223
"6325",17,5,-0.1,0,0.00556350347219465
"6326",17,6,-0.1,0,0.00592718439510433
"6327",17,7,-0.1,0,0.00678193328108965
"6328",17,8,-0.1,0,0.00677899806042153
"6329",17,9,-0.1,0,0.00602979826393702
"6330",17,10,-0.1,0,0.00630460119442224
"6331",17,11,-0.1,0,0.00562267578143086
"6332",17,12,-0.1,0,0.00619923204835102
"6333",17,13,-0.1,0,0.00491342113963749
"6334",17,14,-0.1,0,0.00634165271799913
"6335",17,15,-0.1,0,0.00600400353334256
"6336",17,16,-0.1,0,0.00632547503186326
"6337",17,17,-0.1,0,0.00574567222470369
"6338",17,18,-0.1,0,0.00563121610788199
"6339",17,19,-0.1,0,0.00658586304709925
"6340",17,20,-0.1,0,0.00617549556282458
"6341",18,1,-0.1,0,0.00480965480420855
"6342",18,2,-0.1,0,0.0055942832218157
"6343",18,3,-0.1,0,0.00721597109876891
"6344",18,4,-0.1,0,0.00491071240347437
"6345",18,5,-0.1,0,0.00586862700064788
"6346",18,6,-0.1,0,0.0056240550805779
"6347",18,7,-0.1,0,0.00707238732505686
"6348",18,8,-0.1,0,0.00607789165332737
"6349",18,9,-0.1,0,0.00549152018133399
"6350",18,10,-0.1,0,0.00508795628949641
"6351",18,11,-0.1,0,0.00519435319446626
"6352",18,12,-0.1,0,0.00650197026444755
"6353",18,13,-0.1,0,0.00775486038896026
"6354",18,14,-0.1,0,0.00570044372123636
"6355",18,15,-0.1,0,0.00514982358336453
"6356",18,16,-0.1,0,0.00578966096339773
"6357",18,17,-0.1,0,0.005980879297576
"6358",18,18,-0.1,0,0.00477419434364454
"6359",18,19,-0.1,0,0.00665072177204156
"6360",18,20,-0.1,0,0.00528896641897191
"6361",19,1,-0.1,0,0.00524620016245171
"6362",19,2,-0.1,0,0.00569153398416791
"6363",19,3,-0.1,0,0.00606280155009767
"6364",19,4,-0.1,0,0.00626548708247153
"6365",19,5,-0.1,0,0.0071023785069802
"6366",19,6,-0.1,0,0.00632220915788873
"6367",19,7,-0.1,0,0.00588079445591554
"6368",19,8,-0.1,0,0.00552377623417274
"6369",19,9,-0.1,0,0.00611997636615627
"6370",19,10,-0.1,0,0.00596337585288262
"6371",19,11,-0.1,0,0.00754924742272961
"6372",19,12,-0.1,0,0.00719637365565238
"6373",19,13,-0.1,0,0.00741384446433999
"6374",19,14,-0.1,0,0.00575730075330159
"6375",19,15,-0.1,0,0.00514763248383167
"6376",19,16,-0.1,0,0.0046255675186269
"6377",19,17,-0.1,0,0.00578184086096737
"6378",19,18,-0.1,0,0.00583496138815614
"6379",19,19,-0.1,0,0.00561426512149626
"6380",19,20,-0.1,0,0.00624682466990134
"6381",20,1,-0.1,0,0.00417419729911489
"6382",20,2,-0.1,0,0.00616096196491256
"6383",20,3,-0.1,0,0.00669273422055954
"6384",20,4,-0.1,0,0.00624437166392331
"6385",20,5,-0.1,0,0.00572566509851076
"6386",20,6,-0.1,0,0.00681579174213832
"6387",20,7,-0.1,0,0.00641459680711217
"6388",20,8,-0.1,0,0.00479689222243383
"6389",20,9,-0.1,0,0.00577333564626294
"6390",20,10,-0.1,0,0.00540200186470912
"6391",20,11,-0.1,0,0.00618145325929005
"6392",20,12,-0.1,0,0.00669031111625802
"6393",20,13,-0.1,0,0.00700721627467923
"6394",20,14,-0.1,0,0.00588258294504418
"6395",20,15,-0.1,0,0.00667132064450535
"6396",20,16,-0.1,0,0.00648617892230364
"6397",20,17,-0.1,0,0.00646429194978632
"6398",20,18,-0.1,0,0.00498229397111374
"6399",20,19,-0.1,0,0.00673890428402139
"6400",20,20,-0.1,0,0.0057788292265694
"6401",21,1,-0.1,0,0.00479340963219875
"6402",21,2,-0.1,0,0.00580933721022318
"6403",21,3,-0.1,0,0.00562265854111446
"6404",21,4,-0.1,0,0.00710304279263065
"6405",21,5,-0.1,0,0.00643917043358137
"6406",21,6,-0.1,0,0.00608722218609161
"6407",21,7,-0.1,0,0.00608653034461896
"6408",21,8,-0.1,0,0.00628688865224711
"6409",21,9,-0.1,0,0.00577382018498044
"6410",21,10,-0.1,0,0.00526803979538685
"6411",21,11,-0.1,0,0.00542005738744149
"6412",21,12,-0.1,0,0.00559043189835584
"6413",21,13,-0.1,0,0.00633774419165294
"6414",21,14,-0.1,0,0.00545311056249525
"6415",21,15,-0.1,0,0.00655259718108187
"6416",21,16,-0.1,0,0.00645689920921442
"6417",21,17,-0.1,0,0.0062710833601263
"6418",21,18,-0.1,0,0.00704480917276033
"6419",21,19,-0.1,0,0.00638553994623823
"6420",21,20,-0.1,0,0.00660481192239889
"6421",22,1,-0.1,0,0.00522351801552577
"6422",22,2,-0.1,0,0.00642256231764554
"6423",22,3,-0.1,0,0.0057362932806812
"6424",22,4,-0.1,0,0.00587264255378429
"6425",22,5,-0.1,0,0.00611358274195464
"6426",22,6,-0.1,0,0.00620487312246882
"6427",22,7,-0.1,0,0.00721183936001104
"6428",22,8,-0.1,0,0.00710618834710939
"6429",22,9,-0.1,0,0.00549367590567531
"6430",22,10,-0.1,0,0.0070264120247672
"6431",22,11,-0.1,0,0.00629793959022024
"6432",22,12,-0.1,0,0.00569259860085763
"6433",22,13,-0.1,0,0.00630296733240603
"6434",22,14,-0.1,0,0.00583080800441155
"6435",22,15,-0.1,0,0.00562689485580412
"6436",22,16,-0.1,0,0.00617665802198465
"6437",22,17,-0.1,0,0.00618934781389518
"6438",22,18,-0.1,0,0.00514367419138096
"6439",22,19,-0.1,0,0.00544434121306549
"6440",22,20,-0.1,0,0.00649735400051801
"6441",23,1,-0.1,0,0.00550210126108141
"6442",23,2,-0.1,0,0.00468878991137641
"6443",23,3,-0.1,0,0.00665657300798576
"6444",23,4,-0.1,0,0.00589544466628862
"6445",23,5,-0.1,0,0.00587420981945358
"6446",23,6,-0.1,0,0.00678377716009746
"6447",23,7,-0.1,0,0.00614057715338047
"6448",23,8,-0.1,0,0.00696125693417199
"6449",23,9,-0.1,0,0.00602277373631138
"6450",23,10,-0.1,0,0.00689865105080855
"6451",23,11,-0.1,0,0.00592695729642847
"6452",23,12,-0.1,0,0.00617469885629497
"6453",23,13,-0.1,0,0.00542053898020648
"6454",23,14,-0.1,0,0.00563062956462243
"6455",23,15,-0.1,0,0.0069360045754592
"6456",23,16,-0.1,0,0.00727485212008036
"6457",23,17,-0.1,0,0.00661479761410998
"6458",23,18,-0.1,0,0.00747403585564066
"6459",23,19,-0.1,0,0.00552952650513387
"6460",23,20,-0.1,0,0.00677903654067968
"6461",24,1,-0.1,0,0.00455352881478029
"6462",24,2,-0.1,0,0.00611548738106486
"6463",24,3,-0.1,0,0.0050677772410038
"6464",24,4,-0.1,0,0.00531881699866968
"6465",24,5,-0.1,0,0.0049512330891241
"6466",24,6,-0.1,0,0.00616074591878842
"6467",24,7,-0.1,0,0.00607546421500625
"6468",24,8,-0.1,0,0.00657294446064845
"6469",24,9,-0.1,0,0.0066104132325002
"6470",24,10,-0.1,0,0.00567458874310215
"6471",24,11,-0.1,0,0.00661970151145051
"6472",24,12,-0.1,0,0.00646817132878995
"6473",24,13,-0.1,0,0.00644187789383764
"6474",24,14,-0.1,0,0.0064214695568299
"6475",24,15,-0.1,0,0.00558541136692511
"6476",24,16,-0.1,0,0.00614197091742538
"6477",24,17,-0.1,0,0.00639681595168735
"6478",24,18,-0.1,0,0.00617719258142178
"6479",24,19,-0.1,0,0.00597577442738332
"6480",24,20,-0.1,0,0.00666370984606783
"6481",25,1,-0.1,0,0.00552589670935413
"6482",25,2,-0.1,0,0.00585365344877089
"6483",25,3,-0.1,0,0.00765456003641383
"6484",25,4,-0.1,0,0.00656671976123735
"6485",25,5,-0.1,0,0.0057258449025702
"6486",25,6,-0.1,0,0.00591512658525552
"6487",25,7,-0.1,0,0.00703094528181265
"6488",25,8,-0.1,0,0.00585034250433046
"6489",25,9,-0.1,0,0.0070926144673532
"6490",25,10,-0.1,0,0.00595643486363087
"6491",25,11,-0.1,0,0.00647091814066094
"6492",25,12,-0.1,0,0.00686642891583519
"6493",25,13,-0.1,0,0.00635036965011243
"6494",25,14,-0.1,0,0.00682182875412729
"6495",25,15,-0.1,0,0.00667138393913975
"6496",25,16,-0.1,0,0.00661461961295957
"6497",25,17,-0.1,0,0.0071522003753491
"6498",25,18,-0.1,0,0.00578812363357403
"6499",25,19,-0.1,0,0.00607671238257705
"6500",25,20,-0.1,0,0.00599398766715793
"6501",26,1,-0.1,0,0.00499959796806797
"6502",26,2,-0.1,0,0.00591500738877767
"6503",26,3,-0.1,0,0.00609566450128069
"6504",26,4,-0.1,0,0.00620810681919716
"6505",26,5,-0.1,0,0.00657910127677261
"6506",26,6,-0.1,0,0.00625590416016821
"6507",26,7,-0.1,0,0.00698990529974218
"6508",26,8,-0.1,0,0.00577844406809176
"6509",26,9,-0.1,0,0.0047294359397186
"6510",26,10,-0.1,0,0.00644913596026671
"6511",26,11,-0.1,0,0.00695333761608173
"6512",26,12,-0.1,0,0.00610462600902886
"6513",26,13,-0.1,0,0.00560098181159422
"6514",26,14,-0.1,0,0.00655052681708407
"6515",26,15,-0.1,0,0.00642964866680877
"6516",26,16,-0.1,0,0.00557698747767554
"6517",26,17,-0.1,0,0.00460884932704965
"6518",26,18,-0.1,0,0.0062932465978018
"6519",26,19,-0.1,0,0.00586580816410695
"6520",26,20,-0.1,0,0.00515952826964749
"6521",27,1,-0.1,0,0.00568482420849614
"6522",27,2,-0.1,0,0.005985466964218
"6523",27,3,-0.1,0,0.00609536240806865
"6524",27,4,-0.1,0,0.0072053464491465
"6525",27,5,-0.1,0,0.00696839890178179
"6526",27,6,-0.1,0,0.00537950831068605
"6527",27,7,-0.1,0,0.00791279473620171
"6528",27,8,-0.1,0,0.0059841684404729
"6529",27,9,-0.1,0,0.00704390288619824
"6530",27,10,-0.1,0,0.0054974060819716
"6531",27,11,-0.1,0,0.00630882462727712
"6532",27,12,-0.1,0,0.00703834384984034
"6533",27,13,-0.1,0,0.00678212798240979
"6534",27,14,-0.1,0,0.00630347864607212
"6535",27,15,-0.1,0,0.00760098187686945
"6536",27,16,-0.1,0,0.00655327314912934
"6537",27,17,-0.1,0,0.00699551280635297
"6538",27,18,-0.1,0,0.00607359435006443
"6539",27,19,-0.1,0,0.00580001469447705
"6540",27,20,-0.1,0,0.00559147937569784
"6541",28,1,-0.1,0,0.00498579848351073
"6542",28,2,-0.1,0,0.00661152694843441
"6543",28,3,-0.1,0,0.00568269260585317
"6544",28,4,-0.1,0,0.00583837280356714
"6545",28,5,-0.1,0,0.00550610003150075
"6546",28,6,-0.1,0,0.00596138759289627
"6547",28,7,-0.1,0,0.00601654192636621
"6548",28,8,-0.1,0,0.00737824673050706
"6549",28,9,-0.1,0,0.00615043648509222
"6550",28,10,-0.1,0,0.00708756983451132
"6551",28,11,-0.1,0,0.00651454765122213
"6552",28,12,-0.1,0,0.00659948763394609
"6553",28,13,-0.1,0,0.00558458594073185
"6554",28,14,-0.1,0,0.00527106270883558
"6555",28,15,-0.1,0,0.00755027713302276
"6556",28,16,-0.1,0,0.00636234686567457
"6557",28,17,-0.1,0,0.00650921105423315
"6558",28,18,-0.1,0,0.00583873104291002
"6559",28,19,-0.1,0,0.00599017913628543
"6560",28,20,-0.1,0,0.00646454635663993
"6561",29,1,-0.1,0,0.00449417440930847
"6562",29,2,-0.1,0,0.00566081382786064
"6563",29,3,-0.1,0,0.00629472442949617
"6564",29,4,-0.1,0,0.00517957454024113
"6565",29,5,-0.1,0,0.00544685054163303
"6566",29,6,-0.1,0,0.00615876438262507
"6567",29,7,-0.1,0,0.00498824788380443
"6568",29,8,-0.1,0,0.00563800383069025
"6569",29,9,-0.1,0,0.00618299647600798
"6570",29,10,-0.1,0,0.00608417638767765
"6571",29,11,-0.1,0,0.00539761238672522
"6572",29,12,-0.1,0,0.00619689265687696
"6573",29,13,-0.1,0,0.00737155380034527
"6574",29,14,-0.1,0,0.0055717982659786
"6575",29,15,-0.1,0,0.00428281216148514
"6576",29,16,-0.1,0,0.00556666366613095
"6577",29,17,-0.1,0,0.00595527941487892
"6578",29,18,-0.1,0,0.0056658658351395
"6579",29,19,-0.1,0,0.00474796742121203
"6580",29,20,-0.1,0,0.00655990941408817
"6581",30,1,-0.1,0,0.00406932721083285
"6582",30,2,-0.1,0,0.00621435548233042
"6583",30,3,-0.1,0,0.00658070174370217
"6584",30,4,-0.1,0,0.00672794748227752
"6585",30,5,-0.1,0,0.00634568423244032
"6586",30,6,-0.1,0,0.00557704396945777
"6587",30,7,-0.1,0,0.00608987055426173
"6588",30,8,-0.1,0,0.00646913453902726
"6589",30,9,-0.1,0,0.006191100203902
"6590",30,10,-0.1,0,0.00679552155023108
"6591",30,11,-0.1,0,0.00561371310025215
"6592",30,12,-0.1,0,0.0048460718968194
"6593",30,13,-0.1,0,0.00604483026846431
"6594",30,14,-0.1,0,0.00537247580147391
"6595",30,15,-0.1,0,0.00513583849866694
"6596",30,16,-0.1,0,0.00630266870942003
"6597",30,17,-0.1,0,0.00559866816040001
"6598",30,18,-0.1,0,0.0054703181778292
"6599",30,19,-0.1,0,0.00596547490780121
"6600",30,20,-0.1,0,0.00582587806167688
"6601",31,1,-0.1,0,0.00529460213825223
"6602",31,2,-0.1,0,0.005877609909308
"6603",31,3,-0.1,0,0.00628248955982435
"6604",31,4,-0.1,0,0.00667799657237713
"6605",31,5,-0.1,0,0.00622225600799403
"6606",31,6,-0.1,0,0.00471842125039452
"6607",31,7,-0.1,0,0.00603110967853217
"6608",31,8,-0.1,0,0.00564389369135215
"6609",31,9,-0.1,0,0.00510180450883988
"6610",31,10,-0.1,0,0.00613694772687164
"6611",31,11,-0.1,0,0.00545455053562524
"6612",31,12,-0.1,0,0.00682376654258037
"6613",31,13,-0.1,0,0.00613255457713498
"6614",31,14,-0.1,0,0.00615500115541484
"6615",31,15,-0.1,0,0.00640417106961852
"6616",31,16,-0.1,0,0.0051980324149668
"6617",31,17,-0.1,0,0.00585206911404838
"6618",31,18,-0.1,0,0.00606622304202231
"6619",31,19,-0.1,0,0.00666343146591649
"6620",31,20,-0.1,0,0.00617040275897968
"6621",32,1,-0.1,0,0.0052153191731195
"6622",32,2,-0.1,0,0.00562411372181888
"6623",32,3,-0.1,0,0.00613378064496754
"6624",32,4,-0.1,0,0.00751746066578631
"6625",32,5,-0.1,0,0.0066532640126745
"6626",32,6,-0.1,0,0.00654863666530439
"6627",32,7,-0.1,0,0.00514480403751793
"6628",32,8,-0.1,0,0.00522092634493349
"6629",32,9,-0.1,0,0.00629699745029897
"6630",32,10,-0.1,0,0.00620962664389787
"6631",32,11,-0.1,0,0.00549969932100756
"6632",32,12,-0.1,0,0.00450935356934613
"6633",32,13,-0.1,0,0.00689812219215843
"6634",32,14,-0.1,0,0.00676105487967239
"6635",32,15,-0.1,0,0.00656439846941796
"6636",32,16,-0.1,0,0.00680163434213075
"6637",32,17,-0.1,0,0.00593417145051655
"6638",32,18,-0.1,0,0.00441986006925088
"6639",32,19,-0.1,0,0.00650639318433231
"6640",32,20,-0.1,0,0.00546573042288973
"6641",33,1,-0.1,0,0.00492637089593336
"6642",33,2,-0.1,0,0.00714007610385547
"6643",33,3,-0.1,0,0.00587101734261176
"6644",33,4,-0.1,0,0.00492651072503269
"6645",33,5,-0.1,0,0.00652300151033874
"6646",33,6,-0.1,0,0.00650150254546485
"6647",33,7,-0.1,0,0.00698885617039961
"6648",33,8,-0.1,0,0.00545500086921493
"6649",33,9,-0.1,0,0.00591203685374369
"6650",33,10,-0.1,0,0.0053725069505763
"6651",33,11,-0.1,0,0.00669738656718863
"6652",33,12,-0.1,0,0.00603214103626456
"6653",33,13,-0.1,0,0.00748861938507861
"6654",33,14,-0.1,0,0.00580593101368503
"6655",33,15,-0.1,0,0.0060652669788769
"6656",33,16,-0.1,0,0.00557398170837978
"6657",33,17,-0.1,0,0.00649604864121989
"6658",33,18,-0.1,0,0.00646026888674629
"6659",33,19,-0.1,0,0.0073810938697241
"6660",33,20,-0.1,0,0.00688533934779144
"6661",34,1,-0.1,0,0.00430443783270312
"6662",34,2,-0.1,0,0.00520844065695758
"6663",34,3,-0.1,0,0.00645676788438479
"6664",34,4,-0.1,0,0.00572300965533837
"6665",34,5,-0.1,0,0.00560223629090084
"6666",34,6,-0.1,0,0.00582045904320183
"6667",34,7,-0.1,0,0.006814475803289
"6668",34,8,-0.1,0,0.00618843035617167
"6669",34,9,-0.1,0,0.00484776437218902
"6670",34,10,-0.1,0,0.00649064079846637
"6671",34,11,-0.1,0,0.0060794553271424
"6672",34,12,-0.1,0,0.00646256707922515
"6673",34,13,-0.1,0,0.00556043817240888
"6674",34,14,-0.1,0,0.00643871066135505
"6675",34,15,-0.1,0,0.00680784910930827
"6676",34,16,-0.1,0,0.00634424420042541
"6677",34,17,-0.1,0,0.00636950561415744
"6678",34,18,-0.1,0,0.00566184898893809
"6679",34,19,-0.1,0,0.00677562213187821
"6680",34,20,-0.1,0,0.00579700079755626
"6681",35,1,-0.1,0,0.00527244848274859
"6682",35,2,-0.1,0,0.00588128724997624
"6683",35,3,-0.1,0,0.00613424087387496
"6684",35,4,-0.1,0,0.0062552368484398
"6685",35,5,-0.1,0,0.00557398900217173
"6686",35,6,-0.1,0,0.00607483091033065
"6687",35,7,-0.1,0,0.00635105247536926
"6688",35,8,-0.1,0,0.00703571345523103
"6689",35,9,-0.1,0,0.00546848684961694
"6690",35,10,-0.1,0,0.00681130362398405
"6691",35,11,-0.1,0,0.00536086438544806
"6692",35,12,-0.1,0,0.0065643128695927
"6693",35,13,-0.1,0,0.00584410712898442
"6694",35,14,-0.1,0,0.00547434710536014
"6695",35,15,-0.1,0,0.00581034638799108
"6696",35,16,-0.1,0,0.00511231048297148
"6697",35,17,-0.1,0,0.00576797768686656
"6698",35,18,-0.1,0,0.00605140445742881
"6699",35,19,-0.1,0,0.00608574857193811
"6700",35,20,-0.1,0,0.00699115671533926
"6701",36,1,-0.1,0,0.00481307274638675
"6702",36,2,-0.1,0,0.00709801428983384
"6703",36,3,-0.1,0,0.00588182309385559
"6704",36,4,-0.1,0,0.00641281643841573
"6705",36,5,-0.1,0,0.00525138363661991
"6706",36,6,-0.1,0,0.00597861263102297
"6707",36,7,-0.1,0,0.00642055041193038
"6708",36,8,-0.1,0,0.00599954299848846
"6709",36,9,-0.1,0,0.00640604419845304
"6710",36,10,-0.1,0,0.005891260406599
"6711",36,11,-0.1,0,0.0049222308520576
"6712",36,12,-0.1,0,0.00713807300065182
"6713",36,13,-0.1,0,0.00664677075863061
"6714",36,14,-0.1,0,0.00630844975920085
"6715",36,15,-0.1,0,0.00630031262742933
"6716",36,16,-0.1,0,0.00604525680222146
"6717",36,17,-0.1,0,0.0053746934097279
"6718",36,18,-0.1,0,0.00654452031188517
"6719",36,19,-0.1,0,0.00636343199065777
"6720",36,20,-0.1,0,0.00612189025297142
"6721",37,1,-0.1,0,0.00512261129330727
"6722",37,2,-0.1,0,0.00570634904568833
"6723",37,3,-0.1,0,0.00575677949122219
"6724",37,4,-0.1,0,0.00735516308566802
"6725",37,5,-0.1,0,0.00506874162989575
"6726",37,6,-0.1,0,0.00656253311924815
"6727",37,7,-0.1,0,0.00730072841994373
"6728",37,8,-0.1,0,0.00578694155652825
"6729",37,9,-0.1,0,0.00546964993918738
"6730",37,10,-0.1,0,0.00583550912612351
"6731",37,11,-0.1,0,0.00486539861110508
"6732",37,12,-0.1,0,0.00482213731106769
"6733",37,13,-0.1,0,0.00647044309550215
"6734",37,14,-0.1,0,0.00698438913194233
"6735",37,15,-0.1,0,0.00662854383133599
"6736",37,16,-0.1,0,0.00627848285544071
"6737",37,17,-0.1,0,0.00529583574408245
"6738",37,18,-0.1,0,0.00638309842640594
"6739",37,19,-0.1,0,0.00621236641537395
"6740",37,20,-0.1,0,0.00644806332038237
"6741",38,1,-0.1,0,0.00582092665182427
"6742",38,2,-0.1,0,0.00796482537925553
"6743",38,3,-0.1,0,0.0067818382857161
"6744",38,4,-0.1,0,0.0063355644064769
"6745",38,5,-0.1,0,0.00669051460349898
"6746",38,6,-0.1,0,0.00577631106875096
"6747",38,7,-0.1,0,0.00527888423250222
"6748",38,8,-0.1,0,0.00530587943097923
"6749",38,9,-0.1,0,0.00503113736511562
"6750",38,10,-0.1,0,0.00596113741049751
"6751",38,11,-0.1,0,0.00660865285755995
"6752",38,12,-0.1,0,0.00578396401604727
"6753",38,13,-0.1,0,0.00503191975684152
"6754",38,14,-0.1,0,0.00555794206451499
"6755",38,15,-0.1,0,0.00534166981625725
"6756",38,16,-0.1,0,0.00645697068669784
"6757",38,17,-0.1,0,0.00717058174855531
"6758",38,18,-0.1,0,0.00585252574606804
"6759",38,19,-0.1,0,0.00528767411594324
"6760",38,20,-0.1,0,0.00586921530081498
"6761",39,1,-0.1,0,0.00481531425134745
"6762",39,2,-0.1,0,0.00647168638243142
"6763",39,3,-0.1,0,0.00556767617483113
"6764",39,4,-0.1,0,0.0060940378650936
"6765",39,5,-0.1,0,0.00667017972699496
"6766",39,6,-0.1,0,0.00735466604469351
"6767",39,7,-0.1,0,0.00733355604061957
"6768",39,8,-0.1,0,0.0075834813035313
"6769",39,9,-0.1,0,0.00763071323622602
"6770",39,10,-0.1,0,0.00592350674518372
"6771",39,11,-0.1,0,0.00655877612559598
"6772",39,12,-0.1,0,0.00587207181026385
"6773",39,13,-0.1,0,0.00517277434483234
"6774",39,14,-0.1,0,0.00599993901350254
"6775",39,15,-0.1,0,0.0075297919219522
"6776",39,16,-0.1,0,0.00806373251645592
"6777",39,17,-0.1,0,0.00579002675063096
"6778",39,18,-0.1,0,0.00607814860411955
"6779",39,19,-0.1,0,0.00598702452446553
"6780",39,20,-0.1,0,0.0054448506226435
"6781",40,1,-0.1,0,0.00573419746285072
"6782",40,2,-0.1,0,0.00707651600372096
"6783",40,3,-0.1,0,0.00637368409182706
"6784",40,4,-0.1,0,0.00762897908250524
"6785",40,5,-0.1,0,0.00529148816375222
"6786",40,6,-0.1,0,0.00550924321915824
"6787",40,7,-0.1,0,0.00626633942776978
"6788",40,8,-0.1,0,0.0058298896113763
"6789",40,9,-0.1,0,0.00755303215098406
"6790",40,10,-0.1,0,0.00683655634791991
"6791",40,11,-0.1,0,0.00562331622041595
"6792",40,12,-0.1,0,0.00750204805432849
"6793",40,13,-0.1,0,0.00652936314422385
"6794",40,14,-0.1,0,0.0061763651650849
"6795",40,15,-0.1,0,0.00802639861524958
"6796",40,16,-0.1,0,0.00631149067504415
"6797",40,17,-0.1,0,0.00681337850580732
"6798",40,18,-0.1,0,0.00513646998033983
"6799",40,19,-0.1,0,0.00595572529913947
"6800",40,20,-0.1,0,0.00695959510362706
"6801",41,1,-0.1,0,0.00424238232563948
"6802",41,2,-0.1,0,0.00652605264456819
"6803",41,3,-0.1,0,0.00530951991315156
"6804",41,4,-0.1,0,0.00594644960806034
"6805",41,5,-0.1,0,0.00542988412790701
"6806",41,6,-0.1,0,0.00662647000738097
"6807",41,7,-0.1,0,0.00496106335094196
"6808",41,8,-0.1,0,0.00515177681605501
"6809",41,9,-0.1,0,0.00609862834398226
"6810",41,10,-0.1,0,0.00653569152497052
"6811",41,11,-0.1,0,0.00587780165657478
"6812",41,12,-0.1,0,0.00575170063148534
"6813",41,13,-0.1,0,0.00679544283876551
"6814",41,14,-0.1,0,0.00562790220740188
"6815",41,15,-0.1,0,0.00544281854633517
"6816",41,16,-0.1,0,0.0060613403690935
