parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step1_keyresp.keys
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim7.png,k,0.2436,ressources/step2_background2.png,ressources/step2_stim2.png,0.3033,5,20,2319,0,0,0,0,0,0,1,k,1,7,0,7,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim2.png,s,0.2319,ressources/step2_background1.png,ressources/step2_stim1.png,0.1629,1,3,2322,0,0,0,0,0,0,1,s,1,8,0,8,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim2.png,s,0.4737,ressources/step2_background1.png,ressources/step2_stim1.png,0.3773,1,5,2327,0,0,0,0,0,0,1,s,1,9,0,9,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim5.png,ressources/step1_stim4.png,k,0.3374,ressources/step2_background1.png,ressources/step2_stim1.png,0.075,5,20,2347,0,0,0,0,0,0,1,k,1,10,0,10,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim5.png,ressources/step1_stim4.png,k,0.4905,ressources/step2_background1.png,ressources/step2_stim1.png,0.5178,5,20,2367,0,0,0,0,0,0,1,k,1,11,0,11,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,s,0.0891,ressources/step2_background2.png,ressources/step2_stim2.png,0.2472,1,1,2368,0,0,0,0,0,0,1,s,1,12,0,12,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,s,0.3218,ressources/step2_background1.png,ressources/step2_stim1.png,0.6078,1,6,2374,0,0,0,0,0,0,1,k,1,13,0,13,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim7.png,s,0.6598,ressources/step2_background1.png,ressources/step2_stim1.png,1.2212,1,6,2380,0,0,0,0,0,0,1,k,1,14,0,14,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim6.png,ressources/step1_stim7.png,k,0.2879,ressources/step2_background2.png,ressources/step2_stim2.png,0.4535,5,5,2385,0,0,0,0,0,0,1,s,1,15,0,15,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,k,0.1669,ressources/step2_background2.png,ressources/step2_stim2.png,0.2951,1,1,2386,0,0,0,0,0,0,1,s,1,16,0,16,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3548,ressources/step2_background1.png,ressources/step2_stim1.png,0.1037,5,45,2431,0,0,0,0,0,0,1,k,1,17,0,17,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3108,ressources/step2_background1.png,ressources/step2_stim1.png,0.2083,1,7,2438,0,0,0,0,0,0,1,k,1,18,0,18,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,k,0.7111,ressources/step2_background2.png,ressources/step2_stim2.png,0.3024,1,4,2442,0,0,0,0,0,0,1,s,1,19,0,19,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,k,0.23,ressources/step2_background2.png,ressources/step2_stim2.png,0.3083,1,6,2448,0,0,0,0,0,0,1,k,1,20,0,20,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.2272,ressources/step2_background1.png,ressources/step2_stim1.png,0.3234,5,30,2478,0,0,0,0,0,0,1,k,1,21,0,21,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim2.png,k,0.3238,ressources/step2_background2.png,ressources/step2_stim2.png,0.4655,1,8,2486,0,0,0,0,0,0,1,k,1,22,0,22,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim3.png,ressources/step1_stim1.png,k,0.4949,ressources/step2_background1.png,ressources/step2_stim1.png,0.7058,1,5,2491,0,0,0,0,0,0,1,s,1,23,0,23,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim2.png,k,0.7419,ressources/step2_background2.png,ressources/step2_stim2.png,0.6552,1,9,2500,0,0,0,0,0,0,1,k,1,24,0,24,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,k,0.3814,ressources/step2_background2.png,ressources/step2_stim2.png,0.3621,1,9,2509,0,0,0,0,0,0,1,k,1,25,0,25,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim8.png,ressources/step1_stim2.png,k,0.3102,ressources/step2_background2.png,ressources/step2_stim2.png,0.5713,5,30,2539,0,0,0,0,0,0,1,k,1,26,0,26,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3136,ressources/step2_background1.png,ressources/step2_stim1.png,0.4055,1,8,2547,0,0,0,0,0,0,1,k,1,27,0,27,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim4.png,ressources/step1_stim5.png,k,0.2819,ressources/step2_background2.png,ressources/step2_stim2.png,0.3132,5,35,2582,0,0,0,0,0,0,1,k,1,28,0,28,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3256,ressources/step2_background1.png,ressources/step2_stim1.png,0.1143,1,7,2589,0,0,0,0,0,0,1,k,1,29,0,29,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.7213,ressources/step2_background1.png,ressources/step2_stim1.png,0.5268,5,45,2634,0,0,0,0,0,0,1,k,1,30,0,30,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3513,ressources/step2_background1.png,ressources/step2_stim1.png,0.7349,5,45,2679,0,0,0,0,0,0,1,k,1,31,0,31,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim7.png,ressources/step1_stim6.png,k,0.3697,ressources/step2_background1.png,ressources/step2_stim1.png,0.5221,1,8,2687,0,0,0,0,0,0,1,k,1,32,0,32,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.4965,ressources/step2_background1.png,ressources/step2_stim1.png,0.3232,1,7,2694,0,0,0,0,0,0,1,k,1,33,0,33,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim3.png,ressources/step1_stim1.png,k,0.3065,ressources/step2_background1.png,ressources/step2_stim1.png,0.3753,5,30,2724,0,0,0,0,0,0,1,k,1,34,0,34,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim2.png,ressources/step1_stim8.png,k,0.9722,ressources/step2_background1.png,ressources/step2_stim1.png,1.0727,5,30,2754,0,0,0,0,0,0,1,k,1,35,0,35,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim3.png,ressources/step1_stim1.png,k,0.283,ressources/step2_background1.png,ressources/step2_stim1.png,0.3903,5,25,2779,1,1,0,0,1,0,2,k,2,36,0,36,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078282,001,2024-10-17_12h43.19.378,experiment,2023.2.3,Win32,6.600660066,60c0b72e6692e0a14776eafd,670fc38c867fc5641e4771c6,67113cd0d76d0c235cb63cb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ressources/step1_stim1.png,ressources/step1_stim3.png,k,1.0564,ressources/step2_background2.png,ressources/step2_stim2.png,0.5103,1,3,2782,1,0,1,0,0,1,3,s,3,37,0,37,0,1,,
