"ID","rank","filename","score_norm","cond_filename"
"56cb314508d7300005fd312a",32,"575741_experiment_2024-02-20_10h31.59.634.csv",0.70666604835939,"chain0.csv"
"578072b0c6144900014a0471",58,"237054_experiment_2024-02-20_02h14.32.364.csv",0.548949587977412,"chain1.csv"
"57a1229616a091000112e9a9",14,"860034_experiment_2024-02-20_10h04.11.542.csv",0.829199606040772,"chain2.csv"
"57dfd6a98e00270001b437a4",49,"941466_experiment_2024-02-20_10h02.47.308.csv",0.586478017524714,"chain3.csv"
"57faccc03073510001230cfc",81,"417094_experiment_2024-02-20_10h07.41.847.csv",0.438695120684744,"chain4.csv"
"5869950b8596530001079aba",95,"256869_experiment_2024-02-20_09h58.22.943.csv",0.359612806722761,"chain5.csv"
"59107abbfe518b00016bce9f",98,"864639_experiment_2024-02-20_10h07.30.594.csv",0.313840595083904,"chain6.csv"
"591f429240c1b400019a2c5e",33,"730775_experiment_2024-02-20_10h05.51.296.csv",0.698412587903503,"chain7.csv"
"59510e88ca6e670001b2c704",63,"330256_experiment_2024-02-20_10h02.45.906.csv",0.51833597904959,"chain8.csv"
"59576c11b42ee50001e8ee7a",99,"695657_experiment_2024-02-20_09h59.08.982.csv",0.275304789195008,"chain9.csv"
"597dda62aac45000016f1a7e",96,"090036_experiment_2024-02-20_10h03.27.082.csv",0.348758299944437,"chain10.csv"
"59f99e8305d1d60001f1484b",6,"497106_experiment_2024-02-20_10h09.58.971.csv",0.904357565430492,"chain11.csv"
"5a940f1f4eecca0001dd3181",37,"512180_experiment_2024-02-20_09h54.09.680.csv",0.687135357151466,"chain12.csv"
"5aa04de4dbdb470001ef1dd5",61,"086905_experiment_2024-02-20_10h20.27.471.csv",0.522754295185555,"chain13.csv"
"5aed87e375deca0001627011",47,"080475_experiment_2024-02-20_10h16.39.687.csv",0.591430376596274,"chain14.csv"
"5af2c69986e4d20001a024e1",34,"703895_experiment_2024-02-20_10h09.48.144.csv",0.69742845794264,"chain15.csv"
"5b39fe0206f9f90001fb91c8",86,"632729_experiment_2024-02-20_10h16.04.193.csv",0.410722236891505,"chain16.csv"
"5b490405bc06c90001f8d6a5",66,"851582_experiment_2024-02-20_10h04.21.443.csv",0.503796246020339,"chain17.csv"
"5bd1f39314315c0001cf917a",89,"513017_experiment_2024-02-20_10h16.32.103.csv",0.383610057214982,"chain18.csv"
"5c129cc7ba99dc0001f0b628",26,"676253_experiment_2024-02-20_10h11.00.563.csv",0.734283896516492,"chain19.csv"
"5c2f5dd99024a9000198f3da",65,"508823_experiment_2024-02-20_09h58.54.274.csv",0.506002182611858,"chain20.csv"
