"","topics","Griffiths2004","CaoJuan2009","Arun2010","Deveaud2014","sim"
"1",20,-100922.415456011,0.0329947855932501,657.858153372457,2.7374841678531,1
"2",19,-100234.470403334,0.0319289849082435,664.737302363114,2.79936620883979,1
"3",18,-100658.558132946,0.0309457926967488,678.885944975265,2.81841147867861,1
"4",17,-101293.12467687,0.0360448997253089,703.207109507858,2.81946637541157,1
"5",16,-102027.371312893,0.0329182489562161,708.75789579821,2.78419994514113,1
"6",15,-102933.85113524,0.029967425133344,721.201305284797,2.85259214605951,1
"7",14,-103819.078087315,0.0349204664216541,744.337418384725,2.79193756468938,1
"8",13,-106877.322029165,0.0296247737763034,756.282052983089,2.8644909984219,1
"9",12,-105788.18374845,0.038998650608632,786.350566013467,2.82745884094345,1
"10",11,-108050.653416042,0.0253099027252905,797.66455869413,2.93684776589402,1
"11",10,-107698.56171656,0.0303130895643282,826.214120458946,2.88927636650821,1
"12",9,-110856.970210481,0.0288994137877711,855.781238407485,2.92252016206326,1
"13",8,-112971.490227751,0.0312376366869859,887.060359748068,2.90738421906664,1
"14",7,-115948.962636052,0.029410253662489,927.785488347368,2.94407876685405,1
"15",6,-117347.064466724,0.0255836463230203,963.361235681022,2.97647617547091,1
"16",5,-120823.72458597,0.0437929316652121,1019.19605883292,2.96843367604615,1
"17",4,-125520.594341407,0.042331210692397,1080.00938309244,2.92893606066758,1
"18",3,-130604.859769357,0.0827164220555278,1165.54123735339,2.78757031126045,1
"19",2,-139195.729715065,0.0633341405351466,1272.68406663574,2.97232309404721,1
"20",20,-102116.952551682,0.0277797636158748,643.873128832496,2.78693222297725,2
"21",19,-99631.9293458954,0.0295495308507795,660.74532763275,2.77086085075606,2
"22",18,-101230.027847996,0.0320232758980281,677.405374604706,2.80379587347935,2
"23",17,-102236.305798051,0.034115060270627,697.46458103069,2.79085422176582,2
"24",16,-101684.455369789,0.0302750845017849,703.658150661218,2.83231004876148,2
"25",15,-103058.247533563,0.028325108750395,721.651110627306,2.86470766105065,2
"26",14,-102771.740023544,0.0313100217883356,740.378985097693,2.83959229595076,2
"27",13,-105080.423822572,0.0297021946703401,756.110974853443,2.88343533110422,2
"28",12,-105784.919685016,0.0336072502071157,781.193156642572,2.89376670026483,2
"29",11,-105712.235246475,0.0303598335175499,801.615460243244,2.89334666335043,2
"30",10,-108799.427329715,0.0361490544478152,829.462872915955,2.92262106417767,2
"31",9,-112559.689339736,0.037320215337473,859.482022576217,2.92778504847655,2
"32",8,-113938.713646015,0.0382417183245998,893.403181122526,2.9155545446535,2
"33",7,-116820.573955984,0.0497384750195988,932.391650490361,2.89700010167023,2
"34",6,-117790.294772914,0.0430807641183019,972.80293117442,2.94775462217626,2
"35",5,-121277.2033004,0.0325206841788305,1015.9365816163,3.00002387056,2
"36",4,-123360.43010875,0.0450491642434603,1081.98228380361,2.93477937382586,2
"37",3,-131096.137433592,0.0772412967121365,1165.89723847933,2.90428292953463,2
"38",2,-138781.700912192,0.0748562709938855,1272.61751059134,2.68306475602259,2
"39",20,-98914.1948259413,0.0300267854540395,646.481686159072,2.78045970417592,3
"40",19,-101044.341682181,0.0307828279461556,662.771618406897,2.78047232001072,3
"41",18,-101333.071672933,0.0341768557431301,683.078612552986,2.80514704180781,3
"42",17,-102603.029277138,0.0319106765898573,691.001151931788,2.80285181672968,3
"43",16,-101765.745902659,0.0339690705974906,706.874731788864,2.80714023069871,3
"44",15,-102265.813760947,0.0370007322819103,726.202618828061,2.82008873163177,3
"45",14,-104047.630841629,0.0262446042496654,735.62141228497,2.88286180323248,3
"46",13,-102171.637945196,0.0347276166833077,762.010609807988,2.813518817531,3
"47",12,-103363.692352432,0.0324237109708701,781.732906863525,2.88606950732345,3
"48",11,-106727.335343077,0.0318983921401353,799.318472465806,2.86524372092758,3
"49",10,-108709.74703617,0.0336193008330652,827.873524592643,2.91143416853404,3
"50",9,-110701.355827302,0.036369573085015,858.513877911546,2.91691114846345,3
"51",8,-112402.355986851,0.0306245978511423,886.560075566044,2.95760447617341,3
"52",7,-115585.284782954,0.0434636234377091,931.82294133087,2.9225193906212,3
"53",6,-118587.711527462,0.0320905010166321,968.481149462203,3.0112171692415,3
"54",5,-121933.019696201,0.0208556320752471,1011.21644197527,3.05523235556938,3
"55",4,-124537.372566086,0.0279480248753774,1072.3483639012,2.94295896100196,3
"56",3,-133361.237339173,0.0769624526609728,1167.64322744688,2.81772518683508,3
"57",2,-139173.047186437,0.0624931484139548,1272.36447296417,2.91038278832475,3
"58",20,-101439.428648105,0.0300160281570644,652.174886277696,2.76625052116487,4
"59",19,-99636.6192255854,0.0320419093708954,663.28021815554,2.77358610642901,4
"60",18,-102887.41201213,0.0295848708360374,674.862877098748,2.83177373969813,4
"61",17,-100448.431421712,0.0300227154031477,688.658298295976,2.85968918226082,4
"62",16,-100960.050515906,0.0291553568713865,700.905883508725,2.84063299374005,4
"63",15,-103031.365186736,0.0358693919587264,726.420796562196,2.8363324478035,4
"64",14,-104438.072526054,0.035579108490724,742.493426917373,2.79355541468014,4
"65",13,-104265.864884038,0.0318097120796927,760.243152983661,2.85780584791595,4
"66",12,-104907.60130698,0.0301991600891302,781.71094896827,2.9054750957554,4
"67",11,-106990.781624272,0.027247309796671,801.707707991244,2.93552831732747,4
"68",10,-108461.398345173,0.0309289042750676,827.007335174173,2.87549760599997,4
"69",9,-109686.680532533,0.0325616731010388,855.530337836407,2.88231544829327,4
"70",8,-112986.172476522,0.0382906826067672,890.787543124908,2.86344813162964,4
"71",7,-114230.615928211,0.0355468681344733,924.196191851399,2.90787249815012,4
"72",6,-119039.847846095,0.0357194334017836,969.528626936447,2.93668237441014,4
"73",5,-120764.46600591,0.0258277493782767,1014.9887759041,2.96639676121656,4
"74",4,-125946.334016339,0.0369253255728284,1077.94060135491,3.03875479093966,4
"75",3,-130869.036723899,0.067008237053334,1164.23678629249,2.89767949651931,4
"76",2,-138401.640883437,0.0835609163785794,1274.77462768909,2.97186092306976,4
"77",20,-98732.0668509981,0.0257917832561787,642.362058133665,2.81795459190416,5
"78",19,-100696.934337472,0.030411006269117,662.537884208174,2.77853891534532,5
"79",18,-100836.815948451,0.0308266109648058,677.141748448777,2.80084181889797,5
"80",17,-103200.742870639,0.0364394933878851,702.622398310398,2.7965093227059,5
"81",16,-102642.664643072,0.0336720008686095,709.183980796183,2.80618427669573,5
"82",15,-102844.178750492,0.031210283078269,722.537344346304,2.81216034126883,5
"83",14,-105335.954224342,0.0334084031141201,744.66615453217,2.86369848786516,5
"84",13,-104833.853934275,0.0265035662516337,753.652203643293,2.8692934157117,5
"85",12,-105329.757707146,0.0302376147694193,775.668434621212,2.88135360539493,5
"86",11,-108292.884641818,0.0366383781500359,808.453775968472,2.86870031373741,5
"87",10,-107398.871563597,0.0381170345584471,834.387627578052,2.88477718735906,5
