Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
664cd70803c507f8bf3bddb6,6616f5d4d42d7a86e9685bd9,TIMED-OUT,Not Applicable,2024-05-21T17:17:00.700000Z,,,2024-05-22T14:13:31.573575Z,75391.0,,44,English,"No, I have no issues seeing colours",28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664cd729b9c7f75a15295ac6,5dcff02e194e480ed0a1678e,RETURNED,Not Applicable,2024-05-21T17:27:29.586000Z,,,2024-05-22T14:13:31.590066Z,,,168,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664cd749d83f011333e3022d,6520290b73bfb2e99d29a826,APPROVED,Not Applicable,2024-05-21T17:18:09.842000Z,2024-05-21T18:07:31.578000Z,2024-05-22T14:12:48.285000Z,2024-05-21T18:09:06.466536Z,2962.0,CD9A7ZYU,42,English,"No, I have no issues seeing colours",27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
664cd852cf0a74062bda409b,5ba91985c4da2d00015d4a11,APPROVED,Not Applicable,2024-05-21T17:22:41.134000Z,2024-05-21T18:35:30.084000Z,2024-05-22T14:12:48.613000Z,2024-05-21T18:37:03.033416Z,4369.0,CD9A7ZYU,623,English,"No, I have no issues seeing colours",28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
664cd8c4b38e6b289076dc53,5a4698b97a3e3a0001dd564e,APPROVED,Not Applicable,2024-05-21T17:24:25.898000Z,2024-05-21T18:09:48.338000Z,2024-05-22T14:12:48.990000Z,2024-05-21T18:09:48.804373Z,2723.0,CD9A7ZYU,1457,English,"No, I have no issues seeing colours",36,Female,White,Germany,United Kingdom,United Kingdom,English,Yes,Full-Time
664cd8f215f500805fdc5a6e,614741e0d94257df5e20c513,RETURNED,Not Applicable,2024-05-21T17:25:32.282000Z,,,2024-05-22T14:13:31.580729Z,,,394,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664cd95880c0cc9354c5514b,610a547a326f57e33bb87e88,APPROVED,Not Applicable,2024-05-21T17:26:58.251000Z,2024-05-21T18:15:48.433000Z,2024-05-22T14:12:49.221000Z,2024-05-21T18:16:26.622036Z,2931.0,CD9A7ZYU,136,English,"No, I have no issues seeing colours",36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664cd98d1876204063b3810e,62ecf9bfdac8441b46ddaaf6,APPROVED,Not Applicable,2024-05-21T17:28:25.139000Z,2024-05-21T18:21:55.470000Z,2024-05-22T14:12:49.446000Z,2024-05-21T18:21:55.997698Z,3211.0,CD9A7ZYU,572,English,"No, I have no issues seeing colours",44,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
664cd9d021102fc978894ff5,558996f2fdf99b7ae47f5ed2,APPROVED,Not Applicable,2024-05-21T17:28:48.501000Z,2024-05-21T18:17:44.983000Z,2024-05-22T14:12:49.712000Z,2024-05-21T18:17:45.490285Z,2937.0,CD9A7ZYU,3512,English,"No, I have no issues seeing colours",37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
664cd9d46b5803661475a4e8,605cd1b167207b8209b39fee,APPROVED,Not Applicable,2024-05-21T17:28:56.824000Z,2024-05-21T18:22:57.002000Z,2024-05-22T14:12:49.931000Z,2024-05-21T18:22:57.647090Z,3241.0,CD9A7ZYU,1360,English,"No, I have no issues seeing colours",42,Female,White,United States,United States,United States,English,Yes,Part-Time
664cd9e7475cfd992a5ea607,61186e3cfc2694eafd5170e4,APPROVED,Not Applicable,2024-05-21T17:31:14.871000Z,2024-05-21T18:21:06.459000Z,2024-05-22T14:12:50.168000Z,2024-05-21T18:21:07.304587Z,2992.0,CD9A7ZYU,686,English,"No, I have no issues seeing colours",27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
664cdaa40d1c6dc97966bed8,62c4447bf90fc4b646c59a62,APPROVED,Not Applicable,2024-05-21T17:32:49.580000Z,2024-05-21T18:21:41.958000Z,2024-05-22T14:12:50.371000Z,2024-05-21T18:21:45.240479Z,2933.0,CD9A7ZYU,405,"English, French","No, I have no issues seeing colours",22,Male,Mixed,Mauritius,United Kingdom,Ireland,English,No,Full-Time
664cdaab58f925d94ba93dfd,5e7b84917412d418676e1b19,APPROVED,Not Applicable,2024-05-21T17:32:55.416000Z,2024-05-21T18:21:49.202000Z,2024-05-22T14:12:50.565000Z,2024-05-21T18:21:52.098763Z,2934.0,CD9A7ZYU,430,English,"No, I have no issues seeing colours",38,Female,White,United States,United States,United States,English,No,Part-Time
664cdafc518c3ce1c40ccd78,6647d2d2375184f47a38fb66,APPROVED,Not Applicable,2024-05-21T17:33:59.122000Z,2024-05-21T17:40:28.502000Z,2024-05-22T14:12:50.766000Z,2024-05-21T17:40:29.549376Z,390.0,NOCODE,5,English,"No, I have no issues seeing colours",24,Female,White,United States,United States,United States,English,No,Full-Time
664cdb0655c113542076dc95,60c8ec70e5b7c68684bc9927,APPROVED,Not Applicable,2024-05-21T17:34:05.988000Z,2024-05-21T18:04:25.484000Z,2024-05-22T14:12:50.977000Z,2024-05-21T18:05:59.831711Z,1820.0,NOCODE,55,English,"No, I have no issues seeing colours",21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
664cdb08e8773a6513534b8b,5978d7a730b1d90001f5da51,RETURNED,Not Applicable,2024-05-21T17:34:05.621000Z,,,2024-05-22T14:13:31.581802Z,,,947,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664cdb43e1bf746bd4ca507e,60c1f0e3708c6bcc65473102,APPROVED,Not Applicable,2024-05-21T17:35:06.038000Z,2024-05-21T18:25:31.932000Z,2024-05-22T14:12:51.196000Z,2024-05-21T18:27:01.381394Z,3026.0,CD9A7ZYU,874,English,"No, I have no issues seeing colours",45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
664cdb4fc8ce11e71edfcaeb,60fdb82c66e02b2b47798dc7,APPROVED,Not Applicable,2024-05-21T17:35:20.226000Z,2024-05-21T18:25:07.322000Z,2024-05-22T14:12:51.421000Z,2024-05-21T18:25:08.313384Z,2988.0,CD9A7ZYU,282,English,"No, I have no issues seeing colours",26,Female,White,United States,United States,United States,English,No,Full-Time
664cdb6dc8ce11e71edfcaf7,5da78f61a60c0d0017d6ed89,APPROVED,Not Applicable,2024-05-21T17:35:50.972000Z,2024-05-21T18:21:10.865000Z,2024-05-22T14:12:51.660000Z,2024-05-21T18:21:11.277285Z,2720.0,CD9A7ZYU,911,"English, German","No, I have no issues seeing colours",39,Female,Mixed,Germany,United Kingdom,Germany,English,DATA_EXPIRED,DATA_EXPIRED
