Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
662fd32f4540e82a191d0846,58880987bc9f1900014879c6,APPROVED,Not Applicable,2024-04-29T17:05:04.939000Z,2024-04-29T17:47:33.672000Z,2024-05-13T14:39:22.508000Z,2024-04-29T17:49:31.567879Z,2549.0,CD9A7ZYU,1016,English,35,Female,White,United States,United States,United States,English,No,Full-Time
662fd338e37ecd45d6255db0,5dc8dff727a26762edc4c858,APPROVED,Not Applicable,2024-04-29T17:05:00.443000Z,2024-04-29T17:59:52.606000Z,2024-05-13T14:39:22.855000Z,2024-04-29T18:01:52.345973Z,3293.0,CD9A7ZYU,281,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
662fd3f92acdc8b8ec2574d0,5f1a9fca312e281cb5e4a23d,APPROVED,Not Applicable,2024-04-29T17:08:13.318000Z,2024-04-29T17:47:19.893000Z,2024-05-13T14:39:23.025000Z,2024-04-29T17:49:07.729970Z,2347.0,CD9A7ZYU,125,English,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
662fd3fc6578fa1d93608d2c,5f98644189208011eeb027b9,APPROVED,Not Applicable,2024-04-29T17:08:24.581000Z,2024-04-29T17:47:11.864000Z,2024-05-13T14:39:23.187000Z,2024-04-29T17:48:57.282635Z,2328.0,CD9A7ZYU,993,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
662fd460c2fda30bf169d5a7,66291158e6dfee552b9b6f08,APPROVED,Not Applicable,2024-04-29T17:10:27.482000Z,2024-04-29T18:49:34.369000Z,2024-05-13T14:39:23.367000Z,2024-04-29T18:49:35.009207Z,5947.0,CD9A7ZYU,2,English,27,Male,Black,United Kingdom,United Kingdom,Nigeria,English,DATA_EXPIRED,Part-Time
662fd4a7078da04a8c243dab,606c40cc789d0eface9d553b,APPROVED,Not Applicable,2024-04-29T17:15:03.859000Z,2024-04-29T17:56:29.136000Z,2024-05-13T14:39:23.575000Z,2024-04-29T17:56:29.683748Z,2486.0,CD9A7ZYU,565,English,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd4c3ab3af6e5bfa3ad87,61bb367c40db417c1a13887a,APPROVED,Not Applicable,2024-04-29T17:21:24.647000Z,2024-04-29T18:01:06.482000Z,2024-05-13T14:39:23.736000Z,2024-04-29T18:02:18.637970Z,2382.0,CD9A7ZYU,244,"Turkish, English",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd57157ab37576ed002ee,662bc865b95e8a5d086f4b7c,APPROVED,Not Applicable,2024-04-29T17:14:35.393000Z,2024-04-29T18:14:40.935000Z,2024-05-13T14:39:23.904000Z,2024-04-29T18:15:22.916691Z,3606.0,CD9A7ZYU,0,English,35,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
662fd586f4dea9d44c89d9a3,5aa670a8dbdb470001ef570d,APPROVED,Not Applicable,2024-04-29T17:14:55.481000Z,2024-04-29T18:03:57.049000Z,2024-05-13T14:39:24.089000Z,2024-04-29T18:03:57.679695Z,2942.0,CD9A7ZYU,73,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
662fd5a5a4aeba52fd8d48ee,65ed20299af9a0632ab4446b,APPROVED,Not Applicable,2024-04-29T17:15:24.008000Z,2024-04-29T18:01:28.481000Z,2024-05-13T14:39:24.261000Z,2024-04-29T18:02:24.054611Z,2765.0,CD9A7ZYU,138,English,30,Female,White,United States,United States,United States,English,No,Full-Time
662fd5cea26f1b91e8343108,5a914607f053610001719756,APPROVED,Not Applicable,2024-04-29T17:25:32.966000Z,2024-04-29T18:12:16.134000Z,2024-05-13T14:39:24.449000Z,2024-04-29T18:14:09.474864Z,2804.0,CD9A7ZYU,126,"English, Latvian",21,Female,White,Latvia,United Kingdom,Latvia,English,Yes,DATA_EXPIRED
662fd606b0fef7f82b676aa1,596bc07acfe16100019a25ef,APPROVED,Not Applicable,2024-04-29T17:17:50.076000Z,2024-04-29T17:58:38.798000Z,2024-05-13T14:39:24.640000Z,2024-04-29T18:00:53.674765Z,2449.0,CD9A7ZYU,1652,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
662fd608844dd16a2ea3fc43,5e26762aa8c1118a9d578c4d,APPROVED,Not Applicable,2024-04-29T17:17:00.417000Z,2024-04-29T17:56:49.749000Z,2024-05-13T14:39:24.864000Z,2024-04-29T17:56:50.510540Z,2390.0,CD9A7ZYU,1702,English,33,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
662fd60980f48ee8fc948513,656a14ba75f7a2f95c7a45e1,APPROVED,Not Applicable,2024-04-29T17:17:08.889000Z,2024-04-29T18:35:03.143000Z,2024-05-13T14:39:25.051000Z,2024-04-29T18:35:33.117659Z,4675.0,CD9A7ZYU,719,English,56,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
662fd6238895ea20c564908d,630382c1d9577402e38fd9f3,APPROVED,Not Applicable,2024-04-29T17:18:27.529000Z,2024-04-29T18:04:57.551000Z,2024-05-13T14:39:25.232000Z,2024-04-29T18:04:58.036115Z,2791.0,CD9A7ZYU,667,"English, Urdu",32,Female,Asian,Pakistan,United Kingdom,Pakistan,Urdu,No,Part-Time
662fd638078da04a8c243e00,636551e106c841ca0ded046a,APPROVED,Not Applicable,2024-04-29T17:17:59.791000Z,2024-04-29T17:59:30.055000Z,2024-05-13T14:39:25.412000Z,2024-04-29T18:01:42.739392Z,2491.0,CD9A7ZYU,350,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd63cd9c1e671f7f9150e,5fa6a3ded5f64b2f2c12b521,APPROVED,Not Applicable,2024-04-29T17:18:02.468000Z,2024-04-29T17:56:38.391000Z,2024-05-13T14:39:25.625000Z,2024-04-29T17:56:38.902273Z,2316.0,CD9A7ZYU,320,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd67cb031621b857c2850,637f86d14043aee189917962,APPROVED,Not Applicable,2024-04-29T17:19:33.254000Z,2024-04-29T17:59:59.354000Z,2024-05-13T14:39:25.812000Z,2024-04-29T18:01:55.743326Z,2427.0,CD9A7ZYU,749,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
662fd69d6885de349942539a,5aee59100ccc2e000185937c,APPROVED,Not Applicable,2024-04-29T17:21:12.999000Z,2024-04-29T18:12:13.855000Z,2024-05-13T14:39:26.042000Z,2024-04-29T18:14:09.480907Z,3061.0,CD9A7ZYU,1422,English,36,Male,White,United States,United States,United States,English,No,Part-Time
662fd6bee1112931113ee1b1,60e49deb007ba3db7bb73016,APPROVED,Not Applicable,2024-04-29T17:20:19.915000Z,2024-04-29T17:59:12.979000Z,2024-05-13T14:39:26.204000Z,2024-04-29T18:01:34.978338Z,2334.0,CD9A7ZYU,749,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
662fd70557ab37576ed00368,629f61a4c91c2e65c2e130fd,APPROVED,Not Applicable,2024-04-29T17:23:14.787000Z,2024-04-29T18:07:05.594000Z,2024-05-13T14:39:26.386000Z,2024-04-29T18:07:06.095935Z,2631.0,CD9A7ZYU,229,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
662fd739e93ba63009d30895,644016b6358783cacc50b690,APPROVED,Not Applicable,2024-04-29T17:22:09.944000Z,2024-04-29T17:52:11.903000Z,2024-05-13T14:39:26.577000Z,2024-04-29T17:52:12.554489Z,1802.0,CD9A7ZYU,16,"English, Somali",32,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd7825915618d244b0802,65df4369886094bb19030a5e,APPROVED,Not Applicable,2024-04-29T17:23:42.685000Z,2024-04-29T17:47:39.990000Z,2024-05-13T14:39:26.740000Z,2024-04-29T17:49:45.389827Z,1438.0,CEG0G0I7,122,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662fd784f6bf9d1621b778b7,57e7b82b21d77800018e51fe,APPROVED,Not Applicable,2024-04-29T17:26:00.019000Z,2024-04-29T18:03:31.621000Z,2024-05-13T14:39:26.917000Z,2024-04-29T18:03:33.076797Z,2252.0,CD9A7ZYU,1417,English,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
