Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65d61dbab8bf2d49739d2f39,65537d932b1d032be495fa8b,APPROVED,Not Applicable,2024-02-21T15:59:18.169000Z,2024-02-21T16:26:43.386000Z,2024-02-22T10:14:38.487000Z,2024-02-21T16:26:44.170257Z,1646.0,CDH5AM11,56,English,41,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d61e2366f1bc25e123c936,59bd9d450ac77f0001f058cb,APPROVED,Not Applicable,2024-02-21T16:01:07.858000Z,2024-02-21T16:29:15.359000Z,2024-02-22T10:14:38.825000Z,2024-02-21T16:29:16.032308Z,1688.0,CDH5AM11,552,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d61eb92587ecca9161c122,5731adb05b8b06000f7cbff6,APPROVED,Not Applicable,2024-02-21T16:05:14.900000Z,2024-02-21T16:31:44.252000Z,2024-02-22T10:14:39.046000Z,2024-02-21T16:31:44.923069Z,1590.0,CDH5AM11,2651,English,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
65d61f02c215c4e5ea6bc19e,5aa670b41eda41000136d80a,APPROVED,Not Applicable,2024-02-21T16:04:18.681000Z,2024-02-21T16:34:49.112000Z,2024-02-22T10:14:39.263000Z,2024-02-21T16:34:49.634827Z,1831.0,CDH5AM11,1548,English,43,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
65d61f25feade1b96eb65ef4,5e66b7cc639d1f4320f07bea,APPROVED,Not Applicable,2024-02-21T16:05:00.844000Z,2024-02-21T16:33:22.665000Z,2024-02-22T10:14:39.486000Z,2024-02-21T16:33:23.459205Z,1702.0,CDH5AM11,509,English,46,Male,Asian,Pakistan,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65d61f5fa0415c6d2c7fae30,58fd0de6d66f6400016dc0fd,APPROVED,Not Applicable,2024-02-21T16:05:54.772000Z,2024-02-21T16:31:18.989000Z,2024-02-22T10:14:39.711000Z,2024-02-21T16:31:19.567410Z,1525.0,CDH5AM11,1335,English,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d61f720cd42eb8d193ccb7,5e54ed0d7243ea4e2ce6c650,APPROVED,Not Applicable,2024-02-21T16:06:13.209000Z,2024-02-21T16:32:59.657000Z,2024-02-22T10:14:39.943000Z,2024-02-21T16:33:01.044559Z,1607.0,CDH5AM11,478,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65d61f73bce4f26260f54c2f,60d65a2e6e744e4596cba461,APPROVED,Not Applicable,2024-02-21T16:06:16.731000Z,2024-02-21T16:39:37.937000Z,2024-02-22T10:14:40.168000Z,2024-02-21T16:39:38.432573Z,2002.0,CDH5AM11,780,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65d61f8d1eb6690f4883ec68,62aa286d7be44e9a2b9b32b0,APPROVED,Not Applicable,2024-02-21T16:10:08.677000Z,2024-02-21T16:41:01.134000Z,2024-02-22T10:14:40.390000Z,2024-02-21T16:41:01.687042Z,1853.0,CDH5AM11,28,English,29,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d61fce437c59ee94a4959d,5d4927e399f83a00152bad4c,APPROVED,Not Applicable,2024-02-21T16:11:41.357000Z,2024-02-21T17:19:30.418000Z,2024-02-22T10:14:40.616000Z,2024-02-21T17:19:30.932792Z,4070.0,CDH5AM11,1857,English,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
65d61fd20220007a2c9231ab,588f32d59c4f3f00010f1471,APPROVED,Not Applicable,2024-02-21T16:07:53.759000Z,2024-02-21T16:39:07.976000Z,2024-02-22T10:14:40.837000Z,2024-02-21T16:39:08.494233Z,1875.0,CDH5AM11,751,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
