Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66390decbe3c2678338c6dd1,5f8e16511b3c641de0918ccd,APPROVED,Not Applicable,2024-05-06T17:05:48.813000Z,2024-05-06T18:04:07.169000Z,2024-05-13T14:39:54.969000Z,2024-05-06T18:05:27.672154Z,3499.0,CD9A7ZYU,640,English,"No, I have no issues seeing colours",36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66390e1ddea9fea3711b0128,5cf12b12fe14310001ce0928,APPROVED,Not Applicable,2024-05-06T17:06:37.067000Z,2024-05-06T17:47:01.443000Z,2024-05-13T14:39:55.538000Z,2024-05-06T17:48:58.523123Z,2425.0,CD9A7ZYU,1050,English,"No, I have no issues seeing colours",31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66390e449e7bea730f455b99,5aabf0385e19aa00013c21a5,RETURNED,Not Applicable,2024-05-06T17:07:27.925000Z,,,2024-05-07T11:17:28.286809Z,,,895,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66390e82b19e1836df7575a9,65f0c8a73a26740edd1043ce,APPROVED,Not Applicable,2024-05-06T17:08:31.357000Z,2024-05-06T17:59:01.964000Z,2024-05-13T14:39:55.824000Z,2024-05-06T17:59:02.596815Z,3031.0,CD9A7ZYU,261,English,"No, I have no issues seeing colours",35,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66390e85544548ff52eb4c97,5e89e802134569681e691e0a,APPROVED,Not Applicable,2024-05-06T17:08:26.327000Z,2024-05-06T18:04:22.981000Z,2024-05-13T14:39:56.145000Z,2024-05-06T18:05:29.462450Z,3357.0,CD9A7ZYU,217,"Bengali, English","No, I have no issues seeing colours",26,Male,Asian,Bangladesh,United Kingdom,United Kingdom,Bengali,No,Full-Time
66390e937710e4728335c85e,5ce5b9844cd8130019acba32,APPROVED,Not Applicable,2024-05-06T17:08:35.562000Z,2024-05-06T17:59:58.481000Z,2024-05-13T14:39:56.409000Z,2024-05-06T17:59:58.913605Z,3083.0,CD9A7ZYU,948,English,"No, I have no issues seeing colours",45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66390eb77545b3c955d9e382,5d6e570e8c129300166dba20,APPROVED,Not Applicable,2024-05-06T17:11:09.443000Z,2024-05-06T18:06:50.452000Z,2024-05-13T14:39:56.716000Z,2024-05-06T18:06:51.702970Z,3342.0,CD9A7ZYU,912,English,"No, I have no issues seeing colours",47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66390f0d2bc2c65da392e5b3,6015bb02728ff80e87ba3e00,APPROVED,Not Applicable,2024-05-06T17:12:28.558000Z,2024-05-06T17:56:56.383000Z,2024-05-13T14:39:57.003000Z,2024-05-06T18:58:51.207851Z,2668.0,CD9A7ZYU,556,"English, Portuguese","No, I have no issues seeing colours",22,Female,White,Portugal,United Kingdom,Portugal,Portuguese,Yes,Unemployed (and job seeking)
66390f199189dc7a7b72b7d8,62daca978b726c806cd88450,APPROVED,Not Applicable,2024-05-06T17:10:59.916000Z,2024-05-06T18:01:28.140000Z,2024-05-13T14:39:57.273000Z,2024-05-06T18:01:28.700936Z,3029.0,CD9A7ZYU,97,"Afrikaans, English","No, I have no issues seeing colours",36,Male,White,South Africa,United Kingdom,South Africa,Afrikaans,No,Full-Time
66390f1deee690825d238e6b,629bc8a7e0eba9852b2ef98f,APPROVED,Not Applicable,2024-05-06T17:10:58.473000Z,2024-05-06T17:53:27.958000Z,2024-05-13T14:39:57.559000Z,2024-05-06T17:55:20.153007Z,2550.0,CD9A7ZYU,169,"Spanish, English","No, I have no issues seeing colours",31,Male,Other,United States,United States,Mexico,English,Yes,Full-Time
66390f24e51939b731fa6ec3,5ed1463ba41e260775f2ec6c,APPROVED,Not Applicable,2024-05-06T17:11:00.036000Z,2024-05-06T18:17:26.359000Z,2024-05-13T14:39:57.834000Z,2024-05-06T18:17:44.705237Z,3987.0,CD9A7ZYU,885,English,"No, I have no issues seeing colours",39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66390f25ffe77736d7affe01,63cfff24ff982236dc481d96,RETURNED,Not Applicable,2024-05-06T17:11:01.189000Z,,,2024-05-07T11:17:28.297593Z,,,727,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66390f593490ab8fd3b89635,5f3059fc3b12674b7a637b97,APPROVED,Not Applicable,2024-05-06T17:12:00.301000Z,2024-05-06T18:02:54.685000Z,2024-05-13T14:39:58.106000Z,2024-05-06T18:05:04.208786Z,3055.0,CD9A7ZYU,895,English,"No, I have no issues seeing colours",36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66390f745a9e550b23cfef60,5fcab131ab5c0e02c459a334,APPROVED,Not Applicable,2024-05-06T17:14:56.007000Z,2024-05-06T18:05:00.492000Z,2024-05-13T14:39:58.367000Z,2024-05-06T18:05:37.019000Z,3005.0,CD9A7ZYU,446,English,"No, I have no issues seeing colours",22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
66390f97da54effeaa1c976c,6426cfe964863ee2ff26642f,APPROVED,Not Applicable,2024-05-06T17:13:02.533000Z,2024-05-06T17:52:55.308000Z,2024-05-13T14:39:58.887000Z,2024-05-06T17:55:13.340829Z,2393.0,CD9A7ZYU,440,English,"No, I have no issues seeing colours",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66390fab4862c9a6dd334959,5d9bc8f83815160016380cd3,APPROVED,Not Applicable,2024-05-06T17:13:28.387000Z,2024-05-06T18:04:34.356000Z,2024-05-13T14:39:59.165000Z,2024-05-06T18:05:31.039349Z,3066.0,CD9A7ZYU,88,English,"No, I have no issues seeing colours",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
