Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65d47695c000a13166db0498,5ce7d1a01f9f370017ce903d,APPROVED,Not Applicable,2024-02-20T09:53:30.309000Z,2024-02-20T10:21:12.065000Z,2024-02-21T14:22:05.657000Z,2024-02-20T10:21:12.531734Z,1662.0,CDH5AM11,105,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d476a11373145896174f80,5a940f1f4eecca0001dd3181,APPROVED,Not Applicable,2024-02-20T09:53:47.681000Z,2024-02-20T10:22:51.818000Z,2024-02-21T14:21:45.572000Z,2024-02-20T10:22:52.779502Z,1745.0,CDH5AM11,166,English,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
65d4771d553d13be0dfdd5a0,5d5ab7dd5c65830001b05441,APPROVED,Not Applicable,2024-02-20T09:55:48.369000Z,2024-02-20T10:29:49.481000Z,2024-02-21T14:22:06.010000Z,2024-02-20T10:29:50.041497Z,2042.0,CDH5AM11,594,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d4772c8fda8ab8698cb3d2,5f16124dcb01876719134508,APPROVED,Not Applicable,2024-02-20T09:56:01.676000Z,2024-02-20T10:27:17.232000Z,2024-02-21T14:21:45.975000Z,2024-02-20T10:27:17.747339Z,1876.0,CDH5AM11,962,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d47736d8f46848fbe78333,64a80dd34fd0539ee3761e6a,APPROVED,Not Applicable,2024-02-20T09:56:14.226000Z,2024-02-20T10:23:41.670000Z,2024-02-21T14:22:06.245000Z,2024-02-20T10:23:42.212902Z,1648.0,CDH5AM11,293,English,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65d4775d6e1411c8ca4fdd3c,5c8d54044597c00001459b8a,APPROVED,Not Applicable,2024-02-20T09:57:33.240000Z,2024-02-20T10:23:20.254000Z,2024-02-21T14:22:06.483000Z,2024-02-20T10:23:20.697304Z,1548.0,CDH5AM11,442,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
65d47798fad66f59fbdb08a8,5f91bfea8dd0a10787eb412b,APPROVED,Not Applicable,2024-02-20T09:58:02.329000Z,2024-02-20T10:30:15.496000Z,2024-02-21T14:22:06.699000Z,2024-02-20T10:30:16.085884Z,1934.0,CDH5AM11,95,"Arabic, English",34,Female,Other,Libya,United Kingdom,United Kingdom,Arabic,No,Part-Time
65d477a888d3d321ec1d56d7,5869950b8596530001079aba,APPROVED,Not Applicable,2024-02-20T09:58:07.486000Z,2024-02-20T10:32:05.852000Z,2024-02-21T14:21:46.215000Z,2024-02-20T10:32:06.351372Z,2039.0,CDH5AM11,696,"English, Urdu",36,Male,Asian,United Kingdom,United Kingdom,United Kingdom,Urdu,DATA_EXPIRED,DATA_EXPIRED
65d477b064928498c5ba8222,63f797758624579b021b277d,APPROVED,Not Applicable,2024-02-20T09:58:12.132000Z,2024-02-20T10:25:57.553000Z,2024-02-21T14:22:06.939000Z,2024-02-20T10:25:58.155835Z,1666.0,CDH5AM11,199,"Afrikaans, English",42,Female,Mixed,South Africa,United Kingdom,South Africa,English,Yes,DATA_EXPIRED
65d477bd43465d257ff8c4c4,612cb8ab5ad60fc4504e073f,APPROVED,Not Applicable,2024-02-20T09:58:58.235000Z,2024-02-20T10:43:49.300000Z,2024-02-21T14:22:07.185000Z,2024-02-20T10:43:49.716456Z,2692.0,CDH5AM11,1285,"Lithuanian, English",29,Female,White,Lithuania,United Kingdom,Lithuania,Lithuanian,Yes,Part-Time
