Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65d4a28b621cd702c5bdb347,5c28d5a5664ccc000127bec8,APPROVED,Not Applicable,2024-02-20T13:01:24.163000Z,2024-02-20T13:30:53.275000Z,2024-02-21T14:24:11.807000Z,2024-02-20T13:30:54.017237Z,1770.0,CDH5AM11,630,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d4a28c0d897ace1eeec09a,60fc5cfaf4cc3056200356e1,RETURNED,Not Applicable,2024-02-20T13:12:00.067000Z,,,2024-07-08T15:53:38.389845Z,,,739,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65d4a2deab09a844894d038c,63d019bf65adb5acb4016d5d,APPROVED,Not Applicable,2024-02-20T13:02:29.065000Z,2024-02-20T13:31:20.937000Z,2024-02-21T14:24:12.167000Z,2024-02-20T13:31:21.437925Z,1732.0,CDH5AM11,333,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65d4a2eeb5b36d5cd090e60f,5f9b3b52d60a821cf75f52de,APPROVED,Not Applicable,2024-02-20T13:11:50.135000Z,2024-02-20T13:43:00.488000Z,2024-02-21T14:24:12.406000Z,2024-02-20T13:43:01.009507Z,1871.0,CDH5AM11,176,"English, Portuguese",23,Female,White,Brazil,United Kingdom,Brazil,Portuguese,No,Full-Time
65d4a2eefa5ff05d4ff175c1,641619d1004de9ef3745c58d,APPROVED,Not Applicable,2024-02-20T13:02:44.591000Z,2024-02-20T13:30:58.469000Z,2024-02-21T14:23:51.681000Z,2024-02-20T13:30:59.045527Z,1694.0,CDH5AM11,143,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65d4a3536a55a21c1eb9a12a,5de20c26ce20cd24fcb1d289,APPROVED,Not Applicable,2024-02-20T13:04:28.138000Z,2024-02-20T13:30:18.396000Z,2024-02-21T14:24:12.663000Z,2024-02-20T13:30:18.923705Z,1551.0,CDH5AM11,319,"English, French, Spanish",36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
65d4a37bb58e01e752b33c0e,6147a035c5d8304be73d6e9d,APPROVED,Not Applicable,2024-02-20T13:05:36.656000Z,2024-02-20T13:36:16.870000Z,2024-02-21T14:24:12.906000Z,2024-02-20T13:36:18.162579Z,1841.0,CDH5AM11,979,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65d4a38a548f144345a5cd43,5f62904e937bc130e1d9faaa,APPROVED,Not Applicable,2024-02-20T13:05:41.497000Z,2024-02-20T13:31:58.262000Z,2024-02-21T14:24:13.141000Z,2024-02-20T13:31:58.815718Z,1577.0,CDH5AM11,177,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65d4a3b83aa8ade71846030d,5da4e44b89b88f0011b3221b,APPROVED,Not Applicable,2024-02-20T13:06:06.470000Z,2024-02-20T13:35:14.887000Z,2024-02-21T14:24:13.382000Z,2024-02-20T13:35:15.626026Z,1749.0,CDH5AM11,2340,English,49,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65d4a3ca2c39d14ae2e5c39f,566e1aec744e3e0005b4e668,APPROVED,Not Applicable,2024-02-20T13:08:59.952000Z,2024-02-20T13:41:40.826000Z,2024-02-21T14:23:52.087000Z,2024-02-20T13:41:41.514501Z,1961.0,CDH5AM11,1710,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
