Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66706ca8f3542c82f4587388,5afe7c9196a88e0001ff4b9d,APPROVED,Not Applicable,2024-06-17T17:04:52.813000Z,2024-06-17T17:49:34.060000Z,2024-06-18T13:27:54.456000Z,2024-06-17T17:49:34.508832Z,2682.0,CD9A7ZYU,304,English,"No, I have no issues seeing colours",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66706cb9cbcc355e63de4ddf,601bd7b6f176775ca8d0cd76,RETURNED,Not Applicable,2024-06-17T17:15:00.047000Z,,,2024-07-08T16:04:37.172948Z,,,624,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66706cbdf1457aaf1774752e,5f5aa9f89a3ef61b0778d49a,APPROVED,Not Applicable,2024-06-17T17:05:09.306000Z,2024-06-17T18:00:28.622000Z,2024-06-18T13:27:54.745000Z,2024-06-17T18:00:32.177148Z,3320.0,CD9A7ZYU,209,"English, Spanish","No, I have no issues seeing colours",40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66706cca545404b9030ad823,665a278996c21bcfc83cbac9,TIMED-OUT,Not Applicable,2024-06-17T17:05:24.262000Z,,,2024-07-08T16:04:37.176156Z,1810753.0,,30,English,"No, I have no issues seeing colours",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66706d2d18f7356dd831a8c0,6655eaccc1d8a40fca9da67e,APPROVED,Not Applicable,2024-06-17T17:06:53.772000Z,2024-06-17T18:20:44.473000Z,2024-06-18T13:27:55.058000Z,2024-06-17T18:21:52.187620Z,4431.0,CD9A7ZYU,32,English,"No, I have no issues seeing colours",46,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
66706d39d39119ae6743f4fd,6414687ee84275780cfe8acf,APPROVED,Not Applicable,2024-06-17T17:07:37.400000Z,2024-06-17T17:56:27.206000Z,2024-06-18T13:27:55.300000Z,2024-06-17T17:57:33.318053Z,2930.0,CD9A7ZYU,89,English,"No, I have no issues seeing colours",21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
66706d5f3cea7f3abfd3dbe2,5b688bf2263ecb000134330a,APPROVED,Not Applicable,2024-06-17T17:07:50.729000Z,2024-06-17T17:51:46.081000Z,2024-06-18T13:27:55.600000Z,2024-06-17T17:51:50.227137Z,2636.0,CD9A7ZYU,442,English,"No, I have no issues seeing colours",44,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66706d7a8b520bc2484e45ef,661c27545897e4caee79632e,APPROVED,Not Applicable,2024-06-17T17:12:21.776000Z,2024-06-17T18:03:23.108000Z,2024-06-18T13:27:55.918000Z,2024-06-17T18:03:39.891920Z,3062.0,CD9A7ZYU,151,"English, Chinese","No, I have no issues seeing colours",37,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
66706daa1905354219d015a7,61267e282a445af9eb95beae,APPROVED,Not Applicable,2024-06-17T17:09:24.060000Z,2024-06-17T18:00:18.454000Z,2024-06-18T13:27:56.224000Z,2024-06-17T18:00:18.994440Z,3055.0,CD9A7ZYU,1559,English,"No, I have no issues seeing colours",37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66706dc6194d2220aae7ddd1,60e4949dd5c2941c69e48621,APPROVED,Not Applicable,2024-06-17T17:11:43.316000Z,2024-06-17T17:59:50.936000Z,2024-06-18T13:27:56.456000Z,2024-06-17T17:59:51.477454Z,2888.0,CD9A7ZYU,749,English,"No, I have no issues seeing colours",40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
