Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66730f6c6c0388068844b922,5bd248b1022e9b0001b91eaf,APPROVED,Not Applicable,2024-06-19T17:03:44.837000Z,2024-06-19T17:46:25.976000Z,2024-06-20T13:43:03.515000Z,2024-06-19T17:46:26.482332Z,2562.0,CD9A7ZYU,1431,English,"No, I have no issues seeing colours",30,Female,White,United States,United States,United States,English,No,Full-Time
6673104af390b3a1c0048d23,651ac0c3a27efea961e10935,APPROVED,Not Applicable,2024-06-19T17:07:25.893000Z,2024-06-19T17:54:03.507000Z,2024-06-20T13:43:03.778000Z,2024-06-19T17:55:44.369252Z,2798.0,CD9A7ZYU,213,English,"No, I have no issues seeing colours",36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66731057f7c938a6536c93e8,5f5b466013a22426346e8fba,APPROVED,Not Applicable,2024-06-19T17:09:02.606000Z,2024-06-19T17:56:02.293000Z,2024-06-20T13:43:04.003000Z,2024-06-19T17:57:55.184763Z,2820.0,CD9A7ZYU,778,English,"No, I have no issues seeing colours",29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66731141c7386b517a2a2142,6658db348f6f9dd68d0405da,APPROVED,Not Applicable,2024-06-19T17:16:10.237000Z,2024-06-19T18:07:06.147000Z,2024-06-20T13:43:04.231000Z,2024-06-19T18:09:45.665570Z,3056.0,CD9A7ZYU,24,English,"No, I have no issues seeing colours",28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
667311a7991e0ca50c12f8d4,661ed12701e9fa042486677a,APPROVED,Not Applicable,2024-06-19T17:13:21.888000Z,2024-06-19T18:06:13.865000Z,2024-06-20T13:43:04.447000Z,2024-06-19T18:06:14.412117Z,3172.0,CD9A7ZYU,153,English,"No, I have no issues seeing colours",30,Male,White,United States,United States,United States,English,Yes,Full-Time
66731252e3f3f9b13c3ffb22,6662cf12dd16203f37d02d3c,APPROVED,Not Applicable,2024-06-19T17:16:07.799000Z,2024-06-19T18:03:13.908000Z,2024-06-20T13:43:04.665000Z,2024-06-19T18:03:14.568728Z,2827.0,CD9A7ZYU,0,English,"No, I have no issues seeing colours",42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6673127c38a190ab538c1ef1,6638dd16afb2f1408c461347,APPROVED,Not Applicable,2024-06-19T17:17:06.869000Z,2024-06-19T18:03:56.411000Z,2024-06-20T13:43:04.873000Z,2024-06-19T18:03:56.911321Z,2810.0,CD9A7ZYU,45,English,"No, I have no issues seeing colours",28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
667312d8f92d0be0dd61ec3b,63203d7490bfb5e4b58956a8,APPROVED,Not Applicable,2024-06-19T17:18:24.671000Z,2024-06-19T18:11:48.737000Z,2024-06-20T13:43:05.083000Z,2024-06-19T18:13:39.139726Z,3205.0,CD9A7ZYU,140,English,"No, I have no issues seeing colours",34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
667312e4650727fb8c18f633,63e61d24e1c77b4b584e879f,RETURNED,Not Applicable,2024-06-19T17:18:35.396000Z,,,2024-07-08T16:04:02.271860Z,,,1318,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6673133d6a5b9496a286715c,573107ef1efe74000e3088d2,APPROVED,Not Applicable,2024-06-19T17:20:04.216000Z,2024-06-19T18:09:39.877000Z,2024-06-20T13:43:05.326000Z,2024-06-19T18:13:26.566853Z,2976.0,CD9A7ZYU,1020,English,"No, I have no issues seeing colours",35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
667313a6f71af476f10ff9ea,637ffd0ae752c8e33f91798b,APPROVED,Not Applicable,2024-06-19T17:21:44.788000Z,2024-06-19T18:17:49.915000Z,2024-06-20T13:43:05.534000Z,2024-06-19T18:17:50.391665Z,3366.0,CD9A7ZYU,663,English,"No, I have no issues seeing colours",35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
667313b29b1f7df529b5c4fe,658a8d7d92db39c7d5c8d69b,RETURNED,Not Applicable,2024-06-19T17:22:00.266000Z,,,2024-07-08T16:04:02.272688Z,,,96,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667313ba7b0436720a29e844,62a35981f07eec138b14cb6e,APPROVED,Not Applicable,2024-06-19T17:22:05.850000Z,2024-06-19T18:11:03.242000Z,2024-06-20T13:43:05.777000Z,2024-06-19T18:13:34.693152Z,2938.0,CD9A7ZYU,666,English,"No, I have no issues seeing colours",41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66731402009cefc0e8b74000,608b2baaabbc11fcf3928625,APPROVED,Not Applicable,2024-06-19T17:24:47.668000Z,2024-06-19T18:18:43.385000Z,2024-06-20T13:43:06.042000Z,2024-06-19T18:20:51.922382Z,3236.0,CD9A7ZYU,65,"English, Tagalog-Filipino","No, I have no issues seeing colours",32,Female,Asian,Philippines,United Kingdom,United Kingdom,English,Yes,Full-Time
667314199e3c33ea240a2a95,663b7a3761d86698ff0b64b5,APPROVED,Not Applicable,2024-06-19T17:23:45.189000Z,2024-06-19T18:07:30.442000Z,2024-06-20T13:43:06.247000Z,2024-06-19T18:10:00.404723Z,2626.0,CD9A7ZYU,29,"English, Hindi, Other","No, I have no issues seeing colours",37,Female,Asian,India,United Kingdom,India,English,No,DATA_EXPIRED
667314301ef72cd7f346e0d7,666054d2f2dd0fe6e8be5a57,APPROVED,Not Applicable,2024-06-19T17:24:06.836000Z,2024-06-19T18:11:24.604000Z,2024-06-20T13:43:06.477000Z,2024-06-19T18:13:37.569656Z,2838.0,CD9A7ZYU,27,"English, German, Somali","No, I have no issues seeing colours",32,Male,Black,Somalia,United Kingdom,United Kingdom,English,No,Full-Time
667314368c92f9764b981144,61088f97759a1199340202e9,APPROVED,Not Applicable,2024-06-19T17:24:27.194000Z,2024-06-19T18:09:09.954000Z,2024-06-20T13:43:06.698000Z,2024-06-19T18:13:22.958390Z,2683.0,CD9A7ZYU,1219,English,"No, I have no issues seeing colours",22,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6673143966d6d89dd887f398,64333e37b0fca53775bad01a,APPROVED,Not Applicable,2024-06-19T17:24:09.813000Z,2024-06-19T18:09:11.410000Z,2024-06-20T13:43:06.912000Z,2024-06-19T18:13:23.362433Z,2702.0,CEG0G0I7,522,English,"No, I have no issues seeing colours",19,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
66731467fd4eaa117acf56b7,5a4b93c6ac413f0001e602e5,RETURNED,Not Applicable,2024-06-19T17:26:08.157000Z,,,2024-07-08T16:04:02.273313Z,,,274,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6673149eaa67148ada924609,662790ba12f6c8d4d6b4296a,APPROVED,Not Applicable,2024-06-19T17:26:04.420000Z,2024-06-19T19:00:08.211000Z,2024-06-20T13:43:07.126000Z,2024-06-19T19:00:21.229028Z,5644.0,CD9A7ZYU,96,English,"No, I have no issues seeing colours",39,Male,Black,United States,United States,United States,English,Yes,Full-Time
667314a4e6f573fe89bc0a8d,6659c64e90a02f94c92e944d,APPROVED,Not Applicable,2024-06-19T17:26:04.443000Z,2024-06-19T18:10:25.480000Z,2024-06-20T13:43:07.349000Z,2024-06-19T18:13:32.593213Z,2662.0,CD9A7ZYU,16,"English, Hindi, Urdu, Gujarati","No, I have no issues seeing colours",24,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
667314b3c75bc25766b5ce85,656e02962907eb6f11faa71f,APPROVED,Not Applicable,2024-06-19T17:26:24.076000Z,2024-06-19T18:22:25.937000Z,2024-06-20T13:43:07.572000Z,2024-06-19T18:24:34.120025Z,3362.0,CD9A7ZYU,289,English,"No, I have no issues seeing colours",45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
