Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6646401c691ce2c824a53b7c,63d3f98a23261128ad9e0a3a,APPROVED,Not Applicable,2024-05-16T17:19:24.590000Z,2024-05-16T18:16:26.205000Z,2024-05-17T08:30:37.417000Z,2024-05-16T18:16:26.781830Z,3422.0,CD9A7ZYU,149,English,"No, I have no issues seeing colours",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664643e50af03706414a0f68,61bb368a40db417c1a138896,APPROVED,Not Applicable,2024-05-16T17:35:38.243000Z,2024-05-16T18:34:56.686000Z,2024-05-17T08:30:37.639000Z,2024-05-16T18:34:57.534601Z,3559.0,CD9A7ZYU,51,English,"No, I have no issues seeing colours",24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
664644baf3f265b136e4e893,657db05d38428b854dc10034,APPROVED,Not Applicable,2024-05-16T17:39:10.611000Z,2024-05-16T18:26:53.088000Z,2024-05-17T08:30:37.831000Z,2024-05-16T18:26:53.623891Z,2863.0,CD9A7ZYU,327,English,"No, I have no issues seeing colours",21,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
664644bbb5b067735ec2e019,604db6324496c57afe822770,APPROVED,Not Applicable,2024-05-16T17:39:14.202000Z,2024-05-16T18:57:18.748000Z,2024-05-17T08:30:38.027000Z,2024-05-16T18:57:57.010123Z,4685.0,CD9A7ZYU,1691,"English, Chinese","No, I have no issues seeing colours",45,Female,Asian,Macao,United States,Taiwan,Chinese,No,Full-Time
664645bcc6e80eeff5417186,652ecef35eef03ac46a87d1c,APPROVED,Not Applicable,2024-05-16T17:43:52.386000Z,2024-05-16T18:41:37.236000Z,2024-05-17T08:30:38.221000Z,2024-05-16T18:43:48.149529Z,3465.0,CD9A7ZYU,46,English,"No, I have no issues seeing colours",31,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
664645eab524e1ee2aee9659,60feddf97944e9ef22878702,APPROVED,Not Applicable,2024-05-16T17:44:10.213000Z,2024-05-16T19:15:33.524000Z,2024-05-17T08:30:38.462000Z,2024-05-16T19:17:38.886479Z,5484.0,CD9A7ZYU,179,English,"No, I have no issues seeing colours",41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
66464601c67583efb71e9027,65ad35a96f13be31e82d4d70,APPROVED,Not Applicable,2024-05-16T17:45:27.385000Z,2024-05-16T18:36:10.622000Z,2024-05-17T08:30:38.669000Z,2024-05-16T18:36:11.166037Z,3044.0,CD9A7ZYU,208,"English, Hindi, Gujarati","No, I have no issues seeing colours",18,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6646460595602daa1e66b246,5e7957c33ff25d513b804f55,APPROVED,Not Applicable,2024-05-16T17:44:44.048000Z,2024-05-16T18:50:07.379000Z,2024-05-17T08:30:38.855000Z,2024-05-16T18:50:09.114207Z,3924.0,CD9A7ZYU,938,English,"No, I have no issues seeing colours",50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6646461580b6d7713de9a6b8,5fea2970cbe0699d90756fd7,APPROVED,Not Applicable,2024-05-16T17:44:56.827000Z,2024-05-16T18:35:53.317000Z,2024-05-17T08:30:39.064000Z,2024-05-16T18:35:55.063262Z,3057.0,CD9A7ZYU,707,English,"No, I have no issues seeing colours",42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6646461dfa126122adb5b054,6139db8ffd16cd2d7df51ad4,APPROVED,Not Applicable,2024-05-16T17:45:10.123000Z,2024-05-16T18:40:06.690000Z,2024-05-17T08:30:39.494000Z,2024-05-16T18:42:47.970151Z,3297.0,CD9A7ZYU,139,English,"No, I have no issues seeing colours",26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6646461f15040603f534dda4,6447abfaa21034a5eff20042,APPROVED,Not Applicable,2024-05-16T17:45:09.319000Z,2024-05-16T18:19:36.678000Z,2024-05-17T08:30:39.682000Z,2024-05-16T18:20:55.435918Z,2068.0,NOCODE,343,English,"No, I have no issues seeing colours",43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
