Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65c60c1d257e80e4179a7cb9,62c82d6d2a2f32bb8389dc30,APPROVED,Not Applicable,2024-02-09T11:27:30.549000Z,2024-02-09T11:56:26.828000Z,2024-02-09T14:08:39.985000Z,2024-02-09T11:56:27.643346Z,1737.0,CDH5AM11,83,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65c60d004e50b3f927b6cd51,6311ce49a8ff9e911cef73b5,APPROVED,Not Applicable,2024-02-09T11:31:18.913000Z,2024-02-09T12:00:04.491000Z,2024-02-09T14:08:40.298000Z,2024-02-09T12:00:05.057278Z,1726.0,CDH5AM11,570,"English, Romanian",58,Male,White,Romania,United Kingdom,Romania,Romanian,Yes,Full-Time
65c60d3f028d649227f6e5e3,5f9298dccf7c640320716541,APPROVED,Not Applicable,2024-02-09T11:32:38.806000Z,2024-02-09T12:12:13.914000Z,2024-02-09T14:08:40.488000Z,2024-02-09T12:12:14.475932Z,2376.0,CDH5AM11,618,English,32,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65c60d6868109adb42d9b2eb,5ceef64577a506001714c032,APPROVED,Not Applicable,2024-02-09T11:33:12.445000Z,2024-02-09T12:00:41.819000Z,2024-02-09T14:08:40.661000Z,2024-02-09T12:00:42.279006Z,1650.0,cdh5am11,2026,English,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65c60d95421db6ce1a8429bd,5c5da3b159ec1d0001fe5606,APPROVED,Not Applicable,2024-02-09T11:33:41.837000Z,2024-02-09T12:13:09.698000Z,2024-02-09T14:08:40.829000Z,2024-02-09T12:13:10.158491Z,2368.0,CDH5AM11,1841,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c60dad720a8ab004b611cb,55daf7b369dbc30005b68ac9,APPROVED,Not Applicable,2024-02-09T11:34:05.249000Z,2024-02-09T12:03:38.892000Z,2024-02-09T14:08:41.005000Z,2024-02-09T12:03:39.421543Z,1774.0,CDH5AM11,787,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c60db5e1b0717553769033,6552446dc4a9403e88e8a0c1,APPROVED,Not Applicable,2024-02-09T11:41:08.689000Z,2024-02-09T12:04:21.891000Z,2024-02-09T14:08:41.391000Z,2024-02-09T12:04:22.372775Z,1394.0,CDH5AM11,54,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c621d8d55241d32350c03f,63ee65e3470c23cb401ca89a,APPROVED,Not Applicable,2024-02-09T13:00:49.097000Z,2024-02-09T13:30:28.043000Z,2024-02-09T14:08:41.593000Z,2024-02-09T13:30:28.906282Z,1779.0,CDH5AM11,844,"English, Hindi",31,Male,Asian,India,United Kingdom,India,Hindi,No,Full-Time
65c60bc46ec79b4d057aa231,6582fdb9dfba3a2532cba7df,APPROVED,Not Applicable,2024-02-09T11:26:04.175000Z,2024-02-09T12:07:37.354000Z,2024-02-09T14:08:45.027000Z,2024-02-09T12:07:37.860124Z,2494.0,CDH5AM11,11,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65c60be920891b40aafdf551,65ad44e1de0cff71b82dc22a,APPROVED,Not Applicable,2024-02-09T11:32:57.958000Z,2024-02-09T12:01:01.146000Z,2024-02-09T14:08:45.376000Z,2024-02-09T12:01:02.102734Z,1684.0,NOCODE,15,"English, Spanish",21,Female,Mixed,United States,United Kingdom,Italy,English,Yes,Part-Time
