Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6632780b41c430ddb8b3e00d,612280ef07539280de4e9311,APPROVED,Not Applicable,2024-05-01T17:13:23.855000Z,2024-05-01T17:57:00.774000Z,2024-05-13T14:39:40.600000Z,2024-05-01T17:57:01.600493Z,2617.0,CD9A7ZYU,353,"English, Spanish",31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
663278ba19b0e2201a415c9a,63e53d221378e79986348a3a,APPROVED,Not Applicable,2024-05-01T17:15:58.386000Z,2024-05-01T17:50:00.915000Z,2024-05-13T14:39:40.977000Z,2024-05-01T17:50:50.532737Z,2043.0,CD9A7ZYU,336,English,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663278f62988fd8d0186bad6,5a4a8802817d1800018d2549,APPROVED,Not Applicable,2024-05-01T17:16:45.178000Z,2024-05-01T18:01:53.378000Z,2024-05-13T14:39:41.180000Z,2024-05-01T19:04:17.104288Z,2709.0,CD9A7ZYU,1531,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66327929e53a98665cf370cc,5ba6658bad80560001dfb918,APPROVED,Not Applicable,2024-05-01T17:17:36.361000Z,2024-05-01T18:01:08.646000Z,2024-05-13T14:39:41.341000Z,2024-05-01T18:02:43.112012Z,2613.0,CD9A7ZYU,223,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663279487cad2b3222ba10ad,62b21541a1a5e5f94f1ac620,APPROVED,Not Applicable,2024-05-01T17:18:07.774000Z,2024-05-01T17:58:23.520000Z,2024-05-13T14:39:41.503000Z,2024-05-01T18:01:00.712373Z,2416.0,CD9A7ZYU,465,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6632797931594d575879e5ed,6308aa19f88737eb79da25c7,APPROVED,Not Applicable,2024-05-01T17:18:54.376000Z,2024-05-01T18:19:18.031000Z,2024-05-13T14:39:41.669000Z,2024-05-01T18:19:18.615977Z,3624.0,CD9A7ZYU,166,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6632797a3f02b543e00d7e12,5834a80a106ee1000120abd3,APPROVED,Not Applicable,2024-05-01T17:19:08.112000Z,2024-05-01T18:12:33.996000Z,2024-05-13T14:39:41.832000Z,2024-05-01T18:13:11.183004Z,3206.0,CD9A7ZYU,1042,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
663279dcf41c989093a1aa34,5faca74d85140a2c931bd265,APPROVED,Not Applicable,2024-05-01T17:21:36.900000Z,2024-05-01T17:55:45.425000Z,2024-05-13T14:39:41.990000Z,2024-05-01T17:55:46.901647Z,2049.0,CD9A7ZYU,997,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
663279e52a44bb207b88ec63,64417d740541530e34daa2ba,APPROVED,Not Applicable,2024-05-01T17:22:01.283000Z,2024-05-01T18:09:14.636000Z,2024-05-13T14:39:42.162000Z,2024-05-01T18:11:39.008595Z,2834.0,CD9A7ZYU,634,English,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663279fb791aec56ede7cb40,5f50dcfd4490ae26df5fbb3a,APPROVED,Not Applicable,2024-05-01T17:22:58.058000Z,2024-05-01T18:03:14.142000Z,2024-05-13T14:39:42.347000Z,2024-05-01T18:04:15.229780Z,2417.0,CD9A7ZYU,412,"Farsi, English",21,Female,Asian,Iran,United Kingdom,Iran,Farsi,Yes,Other
