Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
664e26113467eaf16f465377,5c2b6280248ff5000114042b,APPROVED,Not Applicable,2024-05-22T17:06:37.917000Z,2024-05-22T17:54:57.498000Z,2024-05-23T10:12:01.953000Z,2024-05-22T17:54:58.353043Z,2900.0,CD9A7ZYU,728,English,"No, I have no issues seeing colours",34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
664e271562c92337875b2750,60fd104de10db57a893a0296,APPROVED,Not Applicable,2024-05-22T17:12:40.547000Z,2024-05-22T18:09:26.829000Z,2024-05-23T10:12:02.265000Z,2024-05-22T18:11:59.770801Z,3407.0,CD9A7ZYU,181,English,"No, I have no issues seeing colours",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
664e28de1d13a458034a6d40,6647410f98c6f5d413f63713,RETURNED,Not Applicable,2024-05-22T17:28:22.965000Z,,,2024-07-08T16:05:45.091655Z,,,6,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664e292a194c46333a1fc41f,5ced2932539ced0017fbcb29,APPROVED,Not Applicable,2024-05-22T17:19:42.707000Z,2024-05-22T18:11:42.665000Z,2024-05-23T10:12:02.444000Z,2024-05-22T18:13:57.889114Z,3120.0,CD9A7ZYU,973,English,"No, I have no issues seeing colours",27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664e293ebfe77c3ba99d09ab,5e398a6ef906aa19bb160842,APPROVED,Not Applicable,2024-05-22T17:28:41.536000Z,2024-05-22T18:14:27.846000Z,2024-05-23T10:12:02.619000Z,2024-05-22T18:14:36.644967Z,2747.0,CD9A7ZYU,1277,English,"No, I have no issues seeing colours",24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664e295315e54ed741d6be28,5de12e8bcc246f1801c63071,APPROVED,Not Applicable,2024-05-22T17:20:45.131000Z,2024-05-22T18:17:05.688000Z,2024-05-23T10:12:02.801000Z,2024-05-22T18:17:06.500247Z,3381.0,CD9A7ZYU,301,English,"No, I have no issues seeing colours",22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
664e296edc6f4c82f3911032,6321da5de806efad3e53163f,APPROVED,Not Applicable,2024-05-22T17:20:58.510000Z,2024-05-22T18:13:57.121000Z,2024-05-23T10:12:02.985000Z,2024-05-22T18:14:30.246636Z,3179.0,CD9A7ZYU,964,English,"No, I have no issues seeing colours",36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
664e29b427c522c73fa297d4,660ef2786a0104b156989af7,APPROVED,Not Applicable,2024-05-22T17:28:24.593000Z,2024-05-22T18:34:24.372000Z,2024-05-23T10:12:03.168000Z,2024-05-22T18:34:27.507745Z,3960.0,CD9A7ZYU,2,English,"No, I have no issues seeing colours",27,Female,White,United States,United States,United States,English,No,Full-Time
664e2a26101172fc2ff21c95,5dadbc8a7ac8810019838e8f,APPROVED,Not Applicable,2024-05-22T17:23:57.570000Z,2024-05-22T18:12:52.045000Z,2024-05-23T10:12:03.354000Z,2024-05-22T18:14:14.677174Z,2935.0,CD9A7ZYU,187,English,"No, I have no issues seeing colours",24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
664e2a2eaa6ceb75400fa036,6468c4b177d8f4102135ab2a,APPROVED,Not Applicable,2024-05-22T17:25:09.519000Z,2024-05-22T18:22:45.483000Z,2024-05-23T10:12:03.528000Z,2024-05-22T18:22:46.070108Z,3456.0,CD9A7ZYU,294,English,"No, I have no issues seeing colours",35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
