Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65c633e52269bac91501c568,5ea031f7e044e104a205f65b,APPROVED,Not Applicable,2024-02-09T14:18:23.624000Z,2024-02-09T14:52:49.381000Z,2024-02-12T12:46:01.723000Z,2024-02-09T14:52:49.907329Z,2066.0,CDH5AM11,1270,English,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c634130d2077ddaf2737dc,5ddd735086411bce8234b28f,APPROVED,Not Applicable,2024-02-09T14:19:18.577000Z,2024-02-09T15:02:33.266000Z,2024-02-12T12:46:02.050000Z,2024-02-09T15:02:33.957084Z,2595.0,CDH5AM11,235,"French, English",20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
65c635bd309555fc24fe49c7,5fefa78a509c7eb209f4b47e,APPROVED,Not Applicable,2024-02-09T14:25:39.542000Z,2024-02-09T15:08:58.516000Z,2024-02-12T12:46:02.269000Z,2024-02-09T15:08:59.201906Z,2599.0,CDH5AM11,1227,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c636ce3902e33d39d60a11,6287818abba6a55b1d5db5c7,APPROVED,Not Applicable,2024-02-09T14:31:09.199000Z,2024-02-09T15:07:24.236000Z,2024-02-12T12:46:02.501000Z,2024-02-09T15:07:24.828600Z,2176.0,CDH5AM11,829,English,23,Male,White,Netherlands,United Kingdom,United Kingdom,English,Yes,Full-Time
65c6379c559596ef1d14593a,60b3daed9cafd5926a44f4d6,APPROVED,Not Applicable,2024-02-09T14:33:15.570000Z,2024-02-09T15:01:04.615000Z,2024-02-12T12:46:02.730000Z,2024-02-09T15:01:05.564213Z,1670.0,CDH5AM11,1571,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65c637b5dbf004530355c40c,636548bb10bd3ccc25f4a194,APPROVED,Not Applicable,2024-02-09T14:33:40.871000Z,2024-02-09T15:04:57.654000Z,2024-02-12T12:46:02.969000Z,2024-02-09T15:04:58.139867Z,1877.0,CDH5AM11,374,"Chinese, English, Cantonese, Mandarin",34,Male,Asian,Hong Kong,United Kingdom,United Kingdom,Chinese,No,Full-Time
65c637bbffbfea2b928af91d,62ebf162fc296d770d108698,APPROVED,Not Applicable,2024-02-09T14:33:39.993000Z,2024-02-09T14:58:36.554000Z,2024-02-12T12:46:03.211000Z,2024-02-09T14:58:37.107039Z,1497.0,CDH5AM11,139,English,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65c637ca23e4f78e47745a19,6317b7a699896d5d934ef262,APPROVED,Not Applicable,2024-02-09T14:33:45.572000Z,2024-02-09T15:45:16.752000Z,2024-02-12T12:46:03.468000Z,2024-02-09T15:45:17.226131Z,4292.0,CDH5AM11,766,"English, Bulgarian",34,Male,White,Bulgaria,United Kingdom,Bulgaria,Bulgarian,No,Part-Time
65c637cc3ab938f207f07cdd,62e1299fbc5a42cf215cc75d,APPROVED,Not Applicable,2024-02-09T14:33:59.618000Z,2024-02-09T15:00:11.020000Z,2024-02-12T12:46:03.707000Z,2024-02-09T15:00:11.804551Z,1572.0,CDH5AM11,269,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65c637ea00eef2eca9803dc4,608d8e5a23217f3f78975235,APPROVED,Not Applicable,2024-02-09T14:35:39.541000Z,2024-02-09T15:00:23.264000Z,2024-02-12T12:46:03.940000Z,2024-02-09T15:00:23.920408Z,1484.0,CDH5AM11,651,English,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
