Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
664f796999ed5e3346ab0568,5d0913ff65eb3400019cc1d8,APPROVED,Not Applicable,2024-05-23T17:14:24.287000Z,2024-05-23T17:57:24Z,2024-05-24T15:21:21.895000Z,2024-05-23T17:58:36.002415Z,2580.0,CD9A7ZYU,420,English,"No, I have no issues seeing colours",42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
664f796b82f171282228ad16,60de3960a914c5219a7f0d4d,APPROVED,Not Applicable,2024-05-23T17:14:25.679000Z,2024-05-23T18:17:16.620000Z,2024-05-24T15:21:22.428000Z,2024-05-23T18:17:17.080808Z,3771.0,CD9A7ZYU,73,English,"No, I have no issues seeing colours",23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
664f7a12a84606609ae3c92b,660426c0c862023fc9832df0,APPROVED,Not Applicable,2024-05-23T17:17:12.696000Z,2024-05-23T18:03:49.029000Z,2024-05-24T15:21:22.909000Z,2024-05-23T18:03:49.646886Z,2797.0,CD9A7ZYU,17,English,"No, I have no issues seeing colours",46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
664f7bb0242d6fabb1dd3f9c,662286b393d845c24ec5d209,APPROVED,Not Applicable,2024-05-23T17:25:24.741000Z,2024-05-23T18:19:59.580000Z,2024-05-24T15:21:23.392000Z,2024-05-23T18:20:02.607835Z,3275.0,CD9A7ZYU,44,English,"No, I have no issues seeing colours",26,Male,White,Australia,United Kingdom,Australia,English,No,Part-Time
664f7bbf2c8a4479e4eadf6f,6453bbe4e00831d3df0c6448,RETURNED,Not Applicable,2024-05-23T17:24:25.885000Z,,,2024-07-08T16:04:49.956405Z,,,50,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664f7c4c2c8a4479e4eadf89,631634c04e43861585e07b87,APPROVED,Not Applicable,2024-05-23T17:26:43.011000Z,2024-05-23T18:18:55.624000Z,2024-05-24T15:21:23.788000Z,2024-05-23T18:18:57.788089Z,3133.0,CD9A7ZYU,1802,English,"No, I have no issues seeing colours",47,Female,White,United States,United States,United States,English,No,Full-Time
664f7c6fd3277948f68b1458,63e6dfd8bb1c10a44d13d7e5,APPROVED,Not Applicable,2024-05-23T17:27:31.792000Z,2024-05-23T18:15:36.646000Z,2024-05-24T15:21:24.361000Z,2024-05-23T18:15:37.141065Z,2885.0,CD9A7ZYU,514,English,"No, I have no issues seeing colours",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
664f7c71e9349070220dfefe,60a00380a43a4ac3e0a1c66a,APPROVED,Not Applicable,2024-05-23T17:27:18.637000Z,2024-05-23T18:13:54.292000Z,2024-05-24T15:21:24.772000Z,2024-05-23T18:13:54.938426Z,2796.0,CD9A7ZYU,2201,English,"No, I have no issues seeing colours",44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
664f7d192665e84e1e47705e,663f81b69964b86cf2dbb1e4,RETURNED,Not Applicable,2024-05-23T17:30:30.092000Z,,,2024-07-08T16:04:49.959254Z,,,60,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
664f7d5fbe54e083251e2926,664f4b5bb5bd814264a0f1bd,RETURNED,Not Applicable,2024-05-23T17:41:11.632000Z,,,2024-07-08T16:04:49.961464Z,,,43,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
