Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6671be0ca494063600de2411,60c5165878a82f763c29536a,RETURNED,Not Applicable,2024-06-18T17:04:17.667000Z,,,2024-07-08T16:04:23.259377Z,,,1394,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6671bf213591a5a9f2c6721d,6282486284f992485dcdf4ea,APPROVED,Not Applicable,2024-06-18T17:09:06.076000Z,2024-06-18T18:04:31.747000Z,2024-06-19T12:54:40.184000Z,2024-06-18T18:08:32.542837Z,3326.0,CD9A7ZYU,1964,English,"No, I have no issues seeing colours",29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6671bf3ddef98933530188e7,5d5e7c716a846b0017760587,APPROVED,Not Applicable,2024-06-18T17:09:21.629000Z,2024-06-18T18:02:05.441000Z,2024-06-19T12:54:40.387000Z,2024-06-18T18:02:05.879519Z,3164.0,CD9A7ZYU,174,English,"No, I have no issues seeing colours",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6671bf99df6308c15eacb579,6632b7f87aa9f328a450e664,APPROVED,Not Applicable,2024-06-18T17:10:54.798000Z,2024-06-18T18:01:51.070000Z,2024-06-19T12:54:40.580000Z,2024-06-18T18:01:51.545813Z,3057.0,CD9A7ZYU,150,"English, Russian","No, I have no issues seeing colours",26,Male,White,Ukraine,United States,Russian Federation,English,Yes,Other
6671bfddf5b36e59c8328842,5f3ab128c4b6921312f28237,APPROVED,Not Applicable,2024-06-18T17:12:19.732000Z,2024-06-18T17:59:05.289000Z,2024-06-19T12:54:40.771000Z,2024-06-18T17:59:06.412089Z,2806.0,CD9A7ZYU,539,English,"No, I have no issues seeing colours",33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6671c09cf5b36e59c8328868,62b35b7ceadb050497fbbe58,APPROVED,Not Applicable,2024-06-18T17:15:14.502000Z,2024-06-18T18:03:24.869000Z,2024-06-19T12:54:40.968000Z,2024-06-18T18:08:15.222060Z,2891.0,CD9A7ZYU,463,English,"No, I have no issues seeing colours",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6671c0dba836264096c255d3,563fa227074be600115e9642,APPROVED,Not Applicable,2024-06-18T17:19:27.589000Z,2024-06-18T18:28:34.131000Z,2024-06-19T12:54:41.159000Z,2024-06-18T18:28:48.047462Z,4147.0,CD9A7ZYU,319,English,"No, I have no issues seeing colours",34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6671c1314b6e608590d55ade,613c4625782929c725512b98,RETURNED,Not Applicable,2024-06-18T17:28:00.087000Z,,,2024-07-08T16:04:23.271615Z,,,72,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6671c15c65cd429b28afc85d,63d142cd6facbdd809867c48,APPROVED,Not Applicable,2024-06-18T17:18:26.499000Z,2024-06-18T18:08:33.159000Z,2024-06-19T12:54:41.354000Z,2024-06-18T18:09:01.296174Z,3007.0,CD9A7ZYU,246,English,"No, I have no issues seeing colours",36,Female,White,United States,United States,United States,English,No,Full-Time
6671c188856a8690ada644c2,5b21702b6dba320001b072ce,RETURNED,Not Applicable,2024-06-18T17:19:14.215000Z,,,2024-07-08T16:04:23.278644Z,,,2602,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6671c1bcd0d9caaa354046ba,65dc7bb0530a30a348973b3e,APPROVED,Not Applicable,2024-06-18T17:20:04.552000Z,2024-06-18T18:17:18.486000Z,2024-06-19T12:54:41.578000Z,2024-06-18T18:18:00.950978Z,3434.0,CD9A7ZYU,145,"English, Urdu, Punjabi, Other","No, I have no issues seeing colours",19,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
6671c1c323175a39100f986c,63f85b1c3124fd03faff2126,RETURNED,Not Applicable,2024-06-18T17:20:10.839000Z,2024-06-18T18:35:14.082000Z,,2024-07-08T16:04:23.295898Z,,CEG0G0I7,578,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
