Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
656731df1f66facc98f76273,5ec8fb6238d8e23ed46c9b00,APPROVED,2023-11-29T12:43:11.735000Z,2023-11-29T13:03:15.757000Z,2023-11-29T15:36:28.005000Z,2023-11-29T13:03:16.293303Z,1205.0,C16EH9UF,657,"English, Portuguese",27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
656731e12e481d65554c0c7b,5f69dc04e44a140112b7e28b,APPROVED,2023-11-29T12:43:13.951000Z,2023-11-29T13:01:40.619000Z,2023-11-29T15:36:28.545000Z,2023-11-29T13:01:41.131288Z,1107.0,CDH5AM11,198,"Polish, English",33,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,
656731e804c3b5db694a4ab9,655b30318586eec9a67f2d4e,APPROVED,2023-11-29T12:44:35.128000Z,2023-11-29T13:04:39.128000Z,2023-11-29T15:36:30.435000Z,2023-11-29T13:04:39.676697Z,1204.0,CDH5AM11,5,"Croatian, English, German",27,Male,White,Croatia,Austria,Croatia,Croatian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
656732011f66facc98f7627a,6008057b6fbeef0d476b756b,APPROVED,2023-11-29T12:43:45.526000Z,2023-11-29T13:05:52.331000Z,2023-11-29T15:36:34.425000Z,2023-11-29T13:05:52.914232Z,1327.0,CDH5AM11,626,"English, Romanian",27,Male,White,Romania,United Kingdom,Romania,Romanian,No,Full-Time,
65673204fec491284d3eaef1,59bda1adab8d830001fe5e4b,APPROVED,2023-11-29T12:43:48.285000Z,2023-11-29T13:01:38.499000Z,2023-11-29T15:36:31.594000Z,2023-11-29T13:01:39.068034Z,1071.0,CDH5AM11,202,"English, Hungarian",24,Male,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED,
656731bffcfc95371a2edfbf,617195b7057f4e7f57f881f8,APPROVED,2023-11-29T12:42:49.579000Z,2023-11-29T13:05:54.824000Z,2023-11-29T15:36:17.452000Z,2023-11-29T13:05:56.360897Z,1386.0,CDH5AM11,129,English,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other,
656731cd6e8d306cd9543605,6550ff72185a13c48b10bd9a,APPROVED,2023-11-29T12:43:09.195000Z,2023-11-29T13:03:53.485000Z,2023-11-29T15:36:24.605000Z,2023-11-29T13:03:54.008665Z,1245.0,CDH5AM11,11,"English, Italian",29,Female,White,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
656731d81d60f582963027ed,6536b3fc4a34a7463d9b47e9,APPROVED,2023-11-29T12:43:09.123000Z,2023-11-29T13:03:04.969000Z,2023-11-29T15:36:22.274000Z,2023-11-29T13:03:05.435080Z,1196.0,CDH5AM11,28,"English, Turkish",33,Female,White,Turkey,Germany,Turkey,Turkish,No,Unemployed (and job seeking),
656731e8c1ee019c47004a2a,60d0a494fed3818eb7db0a55,APPROVED,2023-11-29T12:43:51.669000Z,2023-11-29T13:02:23.375000Z,2023-11-29T15:36:36.621000Z,2023-11-29T13:02:23.894497Z,1112.0,CDH5AM11,110,"English, Portuguese, Spanish",30,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
656732301d60f58296302806,608ace41501cf3eb211c0633,APPROVED,2023-11-29T12:44:40.916000Z,2023-11-29T13:02:28.364000Z,2023-11-29T15:36:39.520000Z,2023-11-29T13:02:29.016858Z,1068.0,CDH5AM11,349,"English, Portuguese",28,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
656731eefd57bf49ce7c732f,64f5fd529d6822cd5533b61f,RETURNED,2023-11-29T12:43:41.853000Z,,,,,,240,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
656731bffcfc95371a2edfbf,617195b7057f4e7f57f881f8,APPROVED,2023-11-29T12:42:49.579000Z,2023-11-29T13:05:54.824000Z,2023-11-29T15:36:17.452000Z,2023-11-29T13:05:56.607000Z,1386.0,CDH5AM11,149,English,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other,Not Applicable
656731cd6e8d306cd9543605,6550ff72185a13c48b10bd9a,APPROVED,2023-11-29T12:43:09.195000Z,2023-11-29T13:03:53.485000Z,2023-11-29T15:36:24.605000Z,2023-11-29T13:03:54.243000Z,1245.0,CDH5AM11,102,"English, Italian",29,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time,Not Applicable
656731d81d60f582963027ed,6536b3fc4a34a7463d9b47e9,APPROVED,2023-11-29T12:43:09.123000Z,2023-11-29T13:03:04.969000Z,2023-11-29T15:36:22.274000Z,2023-11-29T13:03:05.691000Z,1196.0,CDH5AM11,131,"English, Turkish",33,Female,White,Turkey,Germany,Turkey,Turkish,No,Unemployed (and job seeking),Not Applicable
