Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6644ef04eec722c6c330dfa2,5d1a1d97a51463000183f7af,APPROVED,Not Applicable,2024-05-15T17:21:12.914000Z,2024-05-15T18:00:25.031000Z,2024-05-17T08:29:16.962000Z,2024-05-15T18:02:06.692303Z,2353.0,CD9A7ZYU,889,English,"No, I have no issues seeing colours",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6644ef238da9620d93ba303b,641357a75fa4ec5723843eb2,APPROVED,Not Applicable,2024-05-15T17:21:39.799000Z,2024-05-15T18:19:07.463000Z,2024-05-17T08:30:02.843000Z,2024-05-15T18:19:08.117779Z,3448.0,CD9A7ZYU,175,English,"No, I have no issues seeing colours",26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6644ef2a268c6385ecc68da1,64138df5c0704ce6ca56e237,APPROVED,Not Applicable,2024-05-15T17:22:00.393000Z,2024-05-15T18:04:18.931000Z,2024-05-17T08:30:03.173000Z,2024-05-15T18:04:19.520495Z,2539.0,CD9A7ZYU,77,English,"No, I have no issues seeing colours",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6644ef5456eac0bb75d2c044,5bc668e2d52843000153fb2b,APPROVED,Not Applicable,2024-05-15T17:31:29.348000Z,2024-05-15T18:36:02.105000Z,2024-05-17T08:30:03.490000Z,2024-05-15T18:36:02.698387Z,3873.0,CD9A7ZYU,408,"Bengali, English","No, I have no issues seeing colours",42,Female,Asian,Bangladesh,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6644ef89adac57d9e69adf21,6307d078f1d08d8414e64f22,RETURNED,Not Applicable,2024-05-15T17:23:27.455000Z,,,2024-05-17T08:28:01.352757Z,,,248,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6644ef8a7d42d04e2510d9c9,5d3f020cfd9694001a2d1a1c,APPROVED,Not Applicable,2024-05-15T17:23:36.529000Z,2024-05-15T18:01:56.764000Z,2024-05-17T08:30:03.762000Z,2024-05-15T18:02:38.131687Z,2301.0,CD9A7ZYU,163,English,"No, I have no issues seeing colours",32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6644ef8b71ecf3bd7ec39d8a,5baa685207b344000128ea01,APPROVED,Not Applicable,2024-05-15T17:23:29.954000Z,2024-05-15T18:07:38.866000Z,2024-05-17T08:30:04.060000Z,2024-05-15T18:07:40.262908Z,2649.0,CD9A7ZYU,513,English,"No, I have no issues seeing colours",31,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
6644efbe48602fbe13bcbe0c,62029a07ef1cb18a1337c583,RETURNED,Not Applicable,2024-05-15T17:24:18.970000Z,,,2024-05-17T08:28:01.303542Z,,,1368,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6644f05ebe1321fbfc0cb6d6,6644b247f360df5a617df998,APPROVED,Not Applicable,2024-05-15T17:27:00.897000Z,2024-05-15T18:08:18.950000Z,2024-05-17T08:30:04.380000Z,2024-05-15T18:08:19.616582Z,2479.0,CD9A7ZYU,1,"Italian, Arabic, English, Spanish","No, I have no issues seeing colours",25,Male,Mixed,Italy,United Kingdom,Italy,Italian,Yes,DATA_EXPIRED
6644f0aa29e273cbf22cc6b6,60c67f7c98690351d580de6c,APPROVED,Not Applicable,2024-05-15T17:28:15.926000Z,2024-05-15T18:11:13.585000Z,2024-05-17T08:30:04.975000Z,2024-05-15T18:13:31.717573Z,2578.0,CD9A7ZYU,309,English,"No, I have no issues seeing colours",33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6644f0caeafcc96afe0deffa,5eed14f9c71a701260df7784,APPROVED,Not Applicable,2024-05-15T17:28:49.883000Z,2024-05-15T18:08:02.559000Z,2024-05-17T08:30:05.353000Z,2024-05-15T18:08:03.175070Z,2353.0,CD9A7ZYU,432,"English, Polish","No, I have no issues seeing colours",23,Female,White,Poland,United Kingdom,United Kingdom,Polish,DATA_EXPIRED,DATA_EXPIRED
6644f0fc092bf208cdd3f429,59f392ef9618dc0001d33a58,APPROVED,Not Applicable,2024-05-15T17:29:53.711000Z,2024-05-15T18:15:05.033000Z,2024-05-17T08:30:05.691000Z,2024-05-15T18:15:15.929495Z,2712.0,CD9A7ZYU,1575,English,"No, I have no issues seeing colours",41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6644f12838be3d2d7776bb9e,63468a00b9d40f146dedf659,APPROVED,Not Applicable,2024-05-15T17:30:23.451000Z,2024-05-15T18:25:30.556000Z,2024-05-17T08:30:05.980000Z,2024-05-15T18:26:20.110795Z,3308.0,CD9A7ZYU,85,English,"No, I have no issues seeing colours",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6644f130cba7551c26159319,660c176811451cf0af75f367,APPROVED,Not Applicable,2024-05-15T17:30:38.296000Z,2024-05-15T18:35:40.347000Z,2024-05-17T08:30:06.273000Z,2024-05-15T18:35:41.222328Z,3903.0,CD9A7ZYU,58,English,"No, I have no issues seeing colours",44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6644f13e56dcdc90a7aa4663,5e2e7ffe484f9b45e086fdc0,APPROVED,Not Applicable,2024-05-15T17:30:46.522000Z,2024-05-15T18:21:12.982000Z,2024-05-17T08:30:06.622000Z,2024-05-15T18:24:48.560808Z,3027.0,CD9A7ZYU,740,English,"No, I have no issues seeing colours",41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
