Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
65788f1000087a8a0e3ad899,65779672976f3959caadd390,APPROVED,2023-12-12T16:49:57.337000Z,2023-12-12T17:25:49.580000Z,2023-12-13T09:34:23.126000Z,2023-12-12T17:25:50.103354Z,2153.0,CDH5AM11,0,"English, Welsh",23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
65789038b0a1c07f928a8237,6439472c442017236529e944,APPROVED,2023-12-12T16:54:28.946000Z,2023-12-12T17:37:11.201000Z,2023-12-13T09:31:09.617000Z,2023-12-12T17:37:11.774258Z,2563.0,CDH5AM11,123,English,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
657890da5467323d952bd597,63d5624d4f5f004787f5680e,APPROVED,2023-12-12T16:57:38.489000Z,2023-12-12T17:23:32.294000Z,2023-12-13T09:54:57.087000Z,2023-12-12T17:23:33.000123Z,1554.0,NOCODE,314,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65788e7a873b6a6fd4306628,61105c7901ac4fea4f63344a,APPROVED,2023-12-12T16:47:02.994000Z,2023-12-12T17:15:42.765000Z,2023-12-13T09:39:28.725000Z,2023-12-12T17:15:43.349584Z,1720.0,CDH5AM11,162,"English, Polish",24,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
65788eb0b306e119ff26ca8c,603c03a28512c295187c1891,APPROVED,2023-12-12T16:48:59.063000Z,2023-12-12T17:15:37.594000Z,2023-12-13T09:42:29.588000Z,2023-12-12T17:15:38.309400Z,1599.0,CDH5AM11,352,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time,
65788ecdd26740f38dbb3bd0,63b6ce96a9e455f575cf0379,APPROVED,2023-12-12T16:48:22.055000Z,2023-12-12T17:18:16.601000Z,2023-12-13T09:37:35.939000Z,2023-12-12T17:18:17.260386Z,1795.0,CDH5AM11,461,English,25,Female,Black,United States,United States,United States,English,Yes,Part-Time,
65788ede564fbabb875a8064,65452b2decb32a279cc02cbe,APPROVED,2023-12-12T16:48:39.165000Z,2023-12-12T17:17:31.671000Z,2023-12-13T09:44:00.617000Z,2023-12-12T17:17:32.239863Z,1733.0,CDH5AM11,1,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
657890ca564fbabb875a80f4,64ef68f6a71e079b1239a4f3,APPROVED,2023-12-12T16:57:01.439000Z,2023-12-12T17:39:55.451000Z,2023-12-13T09:51:05.293000Z,2023-12-12T17:39:55.947834Z,2575.0,NOCODE,103,"English, Japanese",23,Female,Asian,Japan,United Kingdom,Japan,English,Yes,DATA_EXPIRED,
65788ee26afa48d0ad99c2c6,65787e738663faa9332ce8d0,RETURNED,2023-12-12T16:51:16.113000Z,2023-12-12T16:51:34.123000Z,,2023-12-12T16:51:34.806000Z,,65787e738663faa9332ce8d0,247,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65789016d369b8e8c5bc3dea,5f37f046d1a0bd2af1cb0ce6,RETURNED,2023-12-12T16:53:57.879000Z,,,,,,3039,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
