Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66293ca365236252703bcff4,63cc01345d00538aee5c5d8f,APPROVED,Not Applicable,2024-04-24T17:08:56.851000Z,2024-04-24T18:47:54.458000Z,2024-05-13T14:38:53.480000Z,2024-04-24T18:48:29.751726Z,5938.0,CD9A7ZYU,180,English,57,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66293d4d3e3b9f323da71f95,5f03593d4237b65426313fb8,APPROVED,Not Applicable,2024-04-24T17:11:51.784000Z,2024-04-24T17:12:31.472000Z,2024-05-15T00:00:54.325000Z,2024-04-24T17:15:01.413344Z,40.0,NOCODE,107,English,70,Male,White,Kenya,United Kingdom,United Kingdom,English,No,Full-Time
66293db033c2ebabffe5a058,62b5fea64b239d91783414ff,APPROVED,Not Applicable,2024-04-24T17:13:20.955000Z,2024-04-24T18:44:21.857000Z,2024-05-13T14:38:53.938000Z,2024-04-24T18:44:48.998544Z,5461.0,CD9A7ZYU,1031,English,28,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6629418dab472b7357d43b0c,62ce9e5c0d6c8df3051e01ea,APPROVED,Not Applicable,2024-04-24T17:30:17.691000Z,2024-04-24T17:31:54.607000Z,2024-05-15T00:00:54.631000Z,2024-04-24T17:31:55.615746Z,97.0,NOCODE,366,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662941f3202a4ca347e3c56d,63ae7b0c1aca181bedb37df0,APPROVED,Not Applicable,2024-04-24T17:31:36.260000Z,2024-04-24T18:46:59.369000Z,2024-05-13T14:38:54.258000Z,2024-04-24T18:48:14.863806Z,4524.0,CD9A7ZYU,193,"Arabic, English",54,Male,Asian,Saudi Arabia,United States,United States,English,No,Full-Time
6629434655deee1a3f39c022,661455a39167e832e937e0f8,APPROVED,Not Applicable,2024-04-24T17:37:14.756000Z,2024-04-24T18:45:18.065000Z,2024-05-13T14:38:54.559000Z,2024-04-24T18:47:08.546185Z,4084.0,CD9A7ZYU,6,"English, Scots",29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66294586168ec3ff92f9a22d,628e24c80b3e2b2e0d7a5af1,APPROVED,Not Applicable,2024-04-24T17:55:29.151000Z,2024-04-24T19:24:42.726000Z,2024-05-13T14:38:54.951000Z,2024-04-24T19:24:43.243005Z,5354.0,CD9A7ZYU,2132,"English, Spanish",37,Male,Other,El Salvador,United States,El Salvador,Spanish,DATA_EXPIRED,DATA_EXPIRED
66294587ab2ffe345305be37,63cef382de9c155b386c7a35,APPROVED,Not Applicable,2024-04-24T17:51:01.104000Z,2024-04-24T18:54:11.236000Z,2024-05-13T14:38:55.398000Z,2024-04-24T18:54:11.838318Z,3791.0,CD9A7ZYU,1094,English,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
662945a5d6b47a61ea952312,5f85f0cab3f4e20ebf578203,APPROVED,Not Applicable,2024-04-24T17:47:17.641000Z,2024-04-24T18:53:45.685000Z,2024-05-13T14:38:55.758000Z,2024-04-24T18:53:46.425109Z,3989.0,CD9A7ZYU,778,English,32,Male,Black,DATA_EXPIRED,United Kingdom,United Kingdom,Swahili,No,DATA_EXPIRED
662945f0f2e15ecde7b35ec9,5e57c113e9f4140167440c34,APPROVED,Not Applicable,2024-04-24T17:48:45.930000Z,2024-04-24T17:49:22.492000Z,2024-05-15T00:00:54.922000Z,2024-04-24T17:49:55.501561Z,37.0,NOCODE,121,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
