"PROLIFIC_PID","t_step1_keyresp.rt","t_step2_keyresp.rt","t_step1_keyresp.keys","t_step1_stimLeft_name","t_step1_stimRight_name","t_step2_stim","t_step2_basket","globa_score","t_points","t_mult","t_reward_flag","stimLeft_filename","stimLeft_deact_filename","stimRight_filename","stimRight_deact_filename","forest_filename","basket_filename"
"6304deb78f14a18b18ceed4a",0.5455,0.3388,"s","red_gnome","blue_gnome","dark_forest","red_basket",2337,8,1,1,"ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim4.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim2.png"
"6304deb78f14a18b18ceed4a",0.6458,0.4569,"k","purple_gnome","brown_gnome","bright_forest","yellow_basket",2344,7,1,1,"ressources/step1_stim2.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim1.png","ressources/step1_tallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
"6304deb78f14a18b18ceed4a",0.5987,0.4098,"s","pink_gnome","orange_gnome","dark_forest","red_basket",2351,7,1,1,"ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim2.png"
"6304deb78f14a18b18ceed4a",0.6533,0.502,"k","green_gnome","yellow_gnome","bright_forest","yellow_basket",2358,7,1,1,"ressources/step1_stim5.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim7.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
"6304deb78f14a18b18ceed4a",0.5965,0.5549,"k","green_gnome","yellow_gnome","bright_forest","yellow_basket",2383,25,5,1,"ressources/step1_stim5.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim7.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
"6304deb78f14a18b18ceed4a",0.6851,0.4017,"s","pink_gnome","orange_gnome","dark_forest","red_basket",2393,10,5,1,"ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim2.png"
"6304deb78f14a18b18ceed4a",0.6571,0.6023,"k","red_gnome","blue_gnome","bright_forest","yellow_basket",2398,5,1,1,"ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim4.png","ressources/step1_tallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
"6304deb78f14a18b18ceed4a",0.5553,0.4793,"s","blue_gnome","red_gnome","bright_forest","yellow_basket",2413,15,5,1,"ressources/step1_stim4.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
"6304deb78f14a18b18ceed4a",0.7265,0.65,"k","orange_gnome","pink_gnome","dark_forest","red_basket",2414,1,1,1,"ressources/step1_stim8.png","ressources/step1_smallGnome_deact.png","ressources/step1_stim3.png","ressources/step1_tallGnome_deact.png","ressources/step2_background2.png","ressources/step2_stim2.png"
"6304deb78f14a18b18ceed4a",0.6467,0.4844,"s","blue_gnome","red_gnome","bright_forest","yellow_basket",2414,0,1,1,"ressources/step1_stim4.png","ressources/step1_tallGnome_deact.png","ressources/step1_stim6.png","ressources/step1_smallGnome_deact.png","ressources/step2_background1.png","ressources/step2_stim1.png"
